dataset,file,sha256,payload_sha256,bytes,mtime_utc
CWRU,raw/inner_race/IR014_0_DE12k.mat,f5448673725c4ea2735fe7d3fe4b16ad82b217eac6b62c4bf351c4549b0a5229,ad633b64bf46ff24611a927bb8ac380f1c67e86a2fa1a139d3554cd981c96b18,2924712,2026-06-08T12:00:20+00:00
CWRU,raw/inner_race/IR014_1_DE12k.mat,bcb73a5208b67265468232a2e342f53719850901671d0ee28494f3af97621f46,10fa0997bb4aa1235f1643512ab6f7dcabbed3b774c226d42de48085ec77130e,2924712,2026-06-08T12:00:28+00:00
CWRU,raw/inner_race/IR014_2_DE12k.mat,63d0fdc1a68e64610ddfaf56a9c224d6137ab7b5c0d318eea1d542b9e5ffc029,664693e78fed82cfc76225937faa9045bf7f921c3c84ea09757ede0eea3e64ee,2924712,2026-06-08T12:00:30+00:00
CWRU,raw/inner_race/IR014_3_DE12k.mat,f75170ceef70d5da475671de0d2e52a0acd9b3883ad422b6deaf2907d888ba24,ef23e30922c5cb7424b586dc4bddc0c23b8e012446177b34885e057cfcbb8fe7,2921232,2026-06-08T12:00:34+00:00
CWRU,raw/inner_race/IR021_0_DE12k.mat,9f723d6d9d2eba714c6dc50f99321dffa73d8b1e4d3605675b2c2251511eff80,6f229de4bd59caf44b3c419d98666972db27ddefccaa08c9f168443564ae1fc3,2931672,2026-06-08T12:00:36+00:00
CWRU,raw/inner_race/IR021_1_DE12k.mat,596692397e77e129a00f7b7a61c4c3ffd6c7a59979b89039e7f70a7431cce1c7,d0fac079e71cb877070c86465351fa214a967e620fa5c4528217ec2ecefe5ea3,2917752,2026-06-08T12:00:40+00:00
CWRU,raw/inner_race/IR021_2_DE12k.mat,8296a02ee489c2d16cbd9fc278ca2e29b22475cec70ebe840558c78b6b743dc1,b9122650a4a8ab04ec831cec42e312def09d1babc27f935d836e15613ee9a123,2924712,2026-06-08T12:00:44+00:00
CWRU,raw/inner_race/IR021_3_DE12k.mat,bfe13761f545a26b217db897a12d27e16fec74306aa86ade8dbdc8ebe587c253,f5160e34d135f6ccd9e2eccd82a6350e5d5f4f5577b4e3064dc04f0b9273abd3,2928192,2026-06-08T12:00:46+00:00
CWRU,raw/inner_race/IR028_0_DE12k.mat,2e7400f922b75888dbee1fc3ab8c7cd770822127aa97353b7b622de103e79d46,da8934a3f5e30e2849def29391f92e88fd769c1e6315601869433731bf9e61d4,966608,2026-06-08T12:00:48+00:00
CWRU,raw/inner_race/IR028_1_DE12k.mat,13556b993e01d95a48c6693f592bbea4da2252c99eb94d2f4a0961d8b3af033a,f41eb5d7940913f647ef9e6decae274e379172b0103d5157a40a208d9eacd4d1,971008,2026-06-08T12:00:50+00:00
CWRU,raw/inner_race/IR028_2_DE12k.mat,ef7ebceaee0a1da63c6da18f227e3582d6c626dbce2d84a06674872645cb8272,f507a5ab0f7cff57371a5e7fcd44461065f837727daffc0ab6ee1779104f9e34,971008,2026-06-08T12:00:52+00:00
CWRU,raw/inner_race/IR028_3_DE12k.mat,5c0a940bcef2b4850c826f3480f493ea69c68a09b79a70e79c7fa5cb39020c32,4476250e928cadf4e953b8ae001c5e8f9e77a38d5563507f66d70ef6620f4435,972480,2026-06-08T12:00:56+00:00
CWRU,raw/normal/Normal_0HP.mat,16bf48babcf1c7ac224bc1a81cd9eafdb27e42d5cf559761907e067e8eeadf3c,851843ac0d57acbc1230cb42f7c431e99e440caad6749f75112260905aa53db0,3903344,2026-04-06T10:08:32+00:00
CWRU,raw/normal/Normal_1HP.mat,37e6612c05e65c415dcfa2ab27a3fda648a5863160fa898b884a14743044e045,f6f3e00aba2a1d211eba6966d0260bf33c082217e7d621f27b2d865578c81a31,7742720,2026-04-06T10:08:32+00:00
CWRU,raw/normal/Normal_2HP.mat,4b97e6b5361f45efb6951dc3b1aebcdb3b89cb69d0f96d6f5c297dd9f45eee75,fb811daf7d7da24e3d5197a958dae77dce1cb83496a6306d62b08dbfbc19cbbf,15503928,2026-04-06T10:08:34+00:00
CWRU,raw/normal/Normal_3HP.mat,88a5990cb541320e91505a1d72139e1993500ffe6e292a451011667f4138ca78,c8ba76b0a2c8bc81211f844990d5d97682b3dcbf1ad1200be7506b9378df43da,7770624,2026-04-06T10:08:36+00:00
CWRU,raw/outer_race/OR007@12_0_DE12k.mat,d6ebef8850c114f136018381f6d3fa1c700073a784fffac72c0c8a3e21a227e3,1d83336ed0899370b083b13da69e3e0f7baf556fc9391be567a7eb786853d7dd,2935152,2026-06-08T12:02:26+00:00
CWRU,raw/outer_race/OR007@12_1_DE12k.mat,9ca1d5954e2ab970d3e8e87d069a1a468151f177071b4b7dc6f9ca1acfd0dfcd,25b705e8d5637cb45a8de15b4bbd9237d431ec52a420834a72be912d1048c964,2928192,2026-06-08T12:02:28+00:00
CWRU,raw/outer_race/OR007@12_2_DE12k.mat,a0544e211cda781e06c70a29fbbc34ff871625dd9929917cfb5367b8bc59d236,14b4373d7b21632107a131ed7ae8e93251e955b59fa722e1c099c35a957ab948,2935152,2026-06-08T12:02:32+00:00
CWRU,raw/outer_race/OR007@12_3_DE12k.mat,e3385b0ba00274a35405205622b9513cbd0b2a3e62116d50adf477a1def0e8d2,2fa75090d700508d31d35232a3fbcb10df255cdb577361f9fcefcc514a38699d,2931672,2026-06-08T12:02:34+00:00
CWRU,raw/outer_race/OR007@3_0_DE12k.mat,f1f51d8c3b66e90fcdd8de15be95c2d4d3e9bac018dbba57f3006e930eec6b22,f50a7c5cba38cea525a534cd0e9c17217f53a3c334c2c92667c2902b6aaa185b,2935152,2026-06-08T12:02:04+00:00
CWRU,raw/outer_race/OR007@3_1_DE12k.mat,2ea3b3e021ec0024a6b85573035e4ca76856180c875fed7740a2ee7216ad84a2,c237398cbcf026ac4df40a361b84f436e94472611da167c54de7eceeed8ad565,2924712,2026-06-08T12:02:06+00:00
CWRU,raw/outer_race/OR007@3_2_DE12k.mat,1be984f637243ce8e0bf801a6a82b0b024abd6d0f71aa9d759330ccc898d7b7b,38d545adbbad314bce399c394903c7fe3f03d7e321d2415115454847a30590e0,2917752,2026-06-08T12:02:12+00:00
CWRU,raw/outer_race/OR007@3_3_DE12k.mat,cb8a4440866359a664200b5cf774c567accdbf12a56a4854d137a4638cfe43fb,f169985db7e7e21f5e0daa9da262c4ee300536bfe9e81de610ec921716edfe46,2935152,2026-06-08T12:02:16+00:00
CWRU,raw/outer_race/OR007@6_0_DE12k.mat,35a095307d0971477049b343a1b5981dde465a58fb7f233ad89b035068c1717d,29d099193336bdd36bdc5cd3d47a7c4d8e64cf1f9572807323e4ffcd7eadcb07,2928192,2026-04-06T10:08:48+00:00
CWRU,raw/outer_race/OR007@6_1_DE12k.mat,7883f7b83beadc54b2f301767f9145ce07055707182fb0278fdf0a6bb53ce3cb,99deccd823cd22f7f0d06dc7da1d62b56c1c255d2bdd99c12b3bd7b2f8d782d4,2938632,2026-04-06T10:08:52+00:00
CWRU,raw/outer_race/OR007@6_2_DE12k.mat,17a69ed5d2270b42532e678e35bbe2fa04a2cc413cf2bf9e88c7692de8662d18,a6b6f8dd7f561bf94493b9008c109fda9a368eae9439d50a21663b6fa8f9d569,2914248,2026-04-06T10:08:54+00:00
CWRU,raw/outer_race/OR007@6_3_DE12k.mat,53f076cb0d905cf46bffaee7736abce8224ffed777deed03c0c863d762a90c71,a8dbd21ad18cab0ca74a1a41efa2744a4444505a148e0f774718eacb94b30916,2942112,2026-04-06T10:09:00+00:00
CWRU,raw/outer_race/OR014@6_0_DE12k.mat,fa571b47cd942f9514a920b403fb7c053cd442bb2963a360a96d0f61432f03e9,4bf4764d7012ed1b01c080815446839b5eda3ea6b708aef475abcc0dc4ac8991,2924712,2026-06-08T12:01:38+00:00
CWRU,raw/outer_race/OR014@6_1_DE12k.mat,dbd58e4585ca8f8332c708b15936987ec0990ca701359fd2483dae2719df5b49,0293a5d7883fc7d7d34d143acd8ddf8c59b4032afd77371e420d3f63ea4e183e,2931672,2026-06-08T12:01:42+00:00
CWRU,raw/outer_race/OR014@6_2_DE12k.mat,ca4e6407fdb68845a6973da6028477911a62d018580063749fe956441be95cf2,5e93ac0b2eb3b0f2fb56a6d7e5d157b98549f526f097882f066962547b7d2c2f,2924712,2026-06-08T12:01:44+00:00
CWRU,raw/outer_race/OR014@6_3_DE12k.mat,2526483d2701220a700df8e6c9db0c527641b0887225907f4096610dd7120f4b,f231d2e4dadd6fa1807fd72ff6642f1ce2d7e545a78e8b2bdc94506048a74c94,2928192,2026-06-08T12:01:44+00:00
CWRU,raw/outer_race/OR021@12_0_DE12k.mat,9e02c5e5785f51cc9a60bf31ccb14e6869ff7d452e4aedefa325aa8a6d9da4e9,e3edbdaa778894f09fd0044f0a49a6f89d91c70c08b6cf55c8f08c8f5ffbd46b,2921232,2026-06-08T12:02:38+00:00
CWRU,raw/outer_race/OR021@12_1_DE12k.mat,83ed7f952bd0e1c412ca490e1757a36c4f91ffdef75ce359daaeec4a5b0466fa,f525306dba0bdc9672750275df12be36ba7ee8b0b8aba9770613e7cdee8212ed,2928192,2026-06-08T12:02:42+00:00
CWRU,raw/outer_race/OR021@12_2_DE12k.mat,d3418e8f9884493548bdddb5406f84a4fd0e73ec153b8f3dfd4633525685ff10,0c749c272569781f746c4f87f9dca37906dd6ef921c8685ffe0b252f1dc6b76f,2935152,2026-06-08T12:02:46+00:00
CWRU,raw/outer_race/OR021@12_3_DE12k.mat,2468c6faf7d93483ffba1f2a10b17820f024d5a34037256e7ee38dfde541e974,34f058c79d0f313a9e1607e368baac3c59544620c2fb26534cefc61cee216a7f,2931672,2026-06-08T12:02:56+00:00
CWRU,raw/outer_race/OR021@6_0_DE12k.mat,ebcbdb96612e8085bbdbf81f0e5e8e8a8d1a693d1ec559c4894f7792771aa9b2,24ac290f5447d2a52ccaea714b713ba448d6612d622fca746e33bdf7057a00e2,2938632,2026-06-08T12:01:48+00:00
CWRU,raw/outer_race/OR021@6_1_DE12k.mat,667e4bf1f213f92d10dca71d494ad002d8fd22bfd8004b31a4c71ccf0d764b66,985365d7e1e92794a328f6958607a29796a3ec74798e8710ab3fc060ff46a506,2928192,2026-06-08T12:01:50+00:00
CWRU,raw/outer_race/OR021@6_2_DE12k.mat,c411d6d9826cba8073430555dc833e05fcbe4c38535f3eb7f03c525ea6797589,3560e2068e6e40763b3b149c102902ec3a783468dbe1dbe2199d87c4c3e78050,2935152,2026-06-08T12:02:00+00:00
CWRU,raw/outer_race/OR021@6_3_DE12k.mat,233d1edb2daa963658369119e389e30f02aca551dd7bb028ab33e7ba63edfd20,04d148321ba0abaf5e41f92ca335ba4890d4ffbc1d5b071c596a6aeafeaad7a3,2928192,2026-06-08T12:02:02+00:00
CWRU,raw_cwru_48k/ball/B007_0_DE48k.mat,f392129bf3b43360b964d4e5b3479d0797d1647af8359934b0f56b9abab4739a,9a3f913232b51a65901f1fdad5be30cb62be69c4096add0f45d47a30f4f53ff3,3916160,2026-08-02T17:30:15.827004+00:00
CWRU,raw_cwru_48k/ball/B007_1_DE48k.mat,a1932ec4bad2460238088ca523fdcec6498e562e91f86255863d3987d9fcd558,6b0969e32448b811c31ef80ef2f37a1512fa0304c226d3f4555c33f1a154f189,7798480,2026-08-02T17:30:17.187994+00:00
CWRU,raw_cwru_48k/ball/B007_2_DE48k.mat,88719243f1b7dbe795c108acaf67ca0115c51517ac35a3fe3460eb07917b2a9a,913ca7103e72da65d45f43e7bc50f6c628a22cc9be500ccb409f201ee67d23d1,7789200,2026-08-02T17:30:19.815976+00:00
CWRU,raw_cwru_48k/ball/B007_3_DE48k.mat,2607d0c291ed9a6138aed3eed7015e133f1cf866ac5cdf2251921f08d058f362,728559f370588001de0ed58426fa417141e9d775f8a830846248d3a4eaf820d4,7817056,2026-08-02T17:30:21.230966+00:00
CWRU,raw_cwru_48k/ball/B014_0_DE48k.mat,6fd84310f781e1ab54a9a746b8626c73a863f2b02cea4c86229ca2444cb20a9a,8bf36641f4752cfab5d31a3a8c35c9961159d3be15bc03ffbaf1c5789bb790f8,3986672,2026-08-02T17:31:42.142398+00:00
CWRU,raw_cwru_48k/ball/B014_1_DE48k.mat,ae5fb00ce1eeefa5e21013197b186c0496f52820bdff00b385c58dfcb64a5b2f,afda525f810d38b6e736ad06826ef3d30138990a298f430dae39c1e5b3621140,7779920,2026-08-02T17:39:45.977116+00:00
CWRU,raw_cwru_48k/ball/B014_2_DE48k.mat,bb39df077745821a3917e432ab1bc2f5d7c4e01a6e2338d1271b6994ec68dc7f,8a623ca1ab6b63115f33332a846c6b44358d413e3ee4e40f23d1a1a955945ce0,7798480,2026-08-02T17:39:55.452053+00:00
CWRU,raw_cwru_48k/ball/B014_3_DE48k.mat,099b7f3399d0ea81aedfab20667a9517059441c10f2a9d52130687cc9643e2c7,802cceffa606337175a9360d7e323f7b7c5aa25d2252df7b82e9b2b32cb22ddc,7789200,2026-08-02T17:40:05.067990+00:00
CWRU,raw_cwru_48k/ball/B021_0_DE48k.mat,fc78f08085760f2e17bcf7efe486b3a278e108093cd184acf278daecad6765e4,ef138aed61d3873b255a524de9e38c55fd12cdfcb61bfd9fbff77157874549cd,3903344,2026-08-02T17:32:00.345270+00:00
CWRU,raw_cwru_48k/ball/B021_1_DE48k.mat,c5c7aa64243ecd1428999aae4be29ba5d4de9235fee9731352c6cce7de604675,d328c0488aa98d182d390a632d3aa9bda3804642cf12773f20c654502de89628,7789200,2026-08-02T17:32:03.161250+00:00
CWRU,raw_cwru_48k/ball/B021_2_DE48k.mat,ea819eb0404f76ccdbe6074463469bda8fbbe04b7c0c75cf1443d2b5ac3484f6,29b6b807a57f48ad8b7c00c6ac13927a0e7b97bcb0cc760e672c28be8644dfa9,7798480,2026-08-02T17:32:04.325242+00:00
CWRU,raw_cwru_48k/ball/B021_3_DE48k.mat,4fc20e3eeef375dc1a8ac577f04b4b0e0fa9e319ec51a61f7a02e756b0069499,562c447cb418955101979411850b0290d3e1c9c73ca7794d58e2604c67e94b86,7789200,2026-08-02T17:32:05.491234+00:00
CWRU,raw_cwru_48k/inner_race/IR007_0_DE48k.mat,daddef5f784879becdf8fefbe2453f11c3cfc8d061a2a671da2f546d1bb48460,01746927bfe86f5e7dfb194320f0b776858d9cfb9b1f820a21535b409d15a29d,3903344,2026-08-02T17:30:11.292036+00:00
CWRU,raw_cwru_48k/inner_race/IR007_1_DE48k.mat,9e2bc579af6f4e6d9d26bf63b7ed84ecba7775740d56a3737cc8f04f73c22d1a,9ddd3a0d9d65d74e50bfd91af280293215b1bc2f63a0f723e811c7e92416e9d0,7779920,2026-08-02T17:30:12.450027+00:00
CWRU,raw_cwru_48k/inner_race/IR007_2_DE48k.mat,a2e64a397a990efb91ba55252a84796f755bda3eb097c4b47cc0730a08dab309,3c6804424fa2c503b59387f42e939db28ad5aa9a0ab51134fd2a64aaf2e50fdb,7770624,2026-08-02T17:30:13.616019+00:00
CWRU,raw_cwru_48k/inner_race/IR007_3_DE48k.mat,1775db11999f268c6ccf04b3ee19857f90a3636f4a582f1abd9a627f991e72d4,638341fb57762dee3b84d9f6b16d7f53deecd159f515a97c8c6b38f140264e94,7770624,2026-08-02T17:30:14.773011+00:00
CWRU,raw_cwru_48k/inner_race/IR014_0_DE48k.mat,ca7113a900d9217aa5632e0dad4f8791caed4d314321daa011719e1bc99f3026,edc5c0cffc1491c7bc7372d646f0deb997f8fb11f02fc4b95433fabc4f075d3e,1020944,2026-08-02T17:31:34.644450+00:00
CWRU,raw_cwru_48k/inner_race/IR014_1_DE48k.mat,18302e96425ad163db699da3a2ca63d8f6ef4dfc99172e97ab21a8a77a83ac17,3a64ac5d9f5c511fb18ff6567e56e1efa33cd81d89d928cac93c97ed12e634a3,17849704,2026-08-02T17:39:17.382304+00:00
CWRU,raw_cwru_48k/inner_race/IR014_2_DE48k.mat,569c7b292018e7e88cf4b375b091433c7566b9503545188979e93f6428427247,a715a74fbe5dafe4f2855ba461b92f476ac136f66b710611f798882245d05196,7807760,2026-08-02T17:39:26.840242+00:00
CWRU,raw_cwru_48k/inner_race/IR014_3_DE48k.mat,5cffc5aa2b1e5cc65a97ebcfaa369b886ad8db8b8840e0e0095e97b8b9be4c16,616944f151993c3e3d088d5cb0388b6559e392a0ba008840d565d2db8118ba35,7761344,2026-08-02T17:39:36.265180+00:00
CWRU,raw_cwru_48k/inner_race/IR021_0_DE48k.mat,6afb81f36a9efcdd370a52166d71c13cb42278c7de22752c81d4b2a22fa133f0,f4b1e3c7dd8a2a6355265a0acd741efe3c99d169f357a1d92a665167b6fa84ba,3909760,2026-08-02T17:31:55.527304+00:00
CWRU,raw_cwru_48k/inner_race/IR021_1_DE48k.mat,a8fe29f358b7f9c140f38e0cd7fbafdd7441c44e30a5b704ecb9be64cbb841ed,cc895d20f4066dc3d15f7219f84eb4eb6dadd8dc9ca132ab8254e44b4e29c46c,7761344,2026-08-02T17:31:56.686296+00:00
CWRU,raw_cwru_48k/inner_race/IR021_2_DE48k.mat,1e3d65088782a29aa70004896db4b9836499dd12edd3c58fb496f4befca6f746,323bef9521336e2df0bbba9f7926fd0a028f85debb62f0296d76b9faa0ff12be,7863472,2026-08-02T17:31:57.844287+00:00
CWRU,raw_cwru_48k/inner_race/IR021_3_DE48k.mat,fb5b067c04b4c8449cbdd4ac4e376d7eb0804b9203efcab513e42aaf2f6a2cf7,7ec9aa904804f52af49803c4d71740124e63852e7b18658c34a557d9aaf2f910,15689680,2026-08-02T17:31:59.284277+00:00
CWRU,raw_cwru_48k/normal/Normal_0HP_baseline.mat,16bf48babcf1c7ac224bc1a81cd9eafdb27e42d5cf559761907e067e8eeadf3c,851843ac0d57acbc1230cb42f7c431e99e440caad6749f75112260905aa53db0,3903344,2026-08-02T17:32:29.293067+00:00
CWRU,raw_cwru_48k/normal/Normal_1HP_baseline.mat,37e6612c05e65c415dcfa2ab27a3fda648a5863160fa898b884a14743044e045,f6f3e00aba2a1d211eba6966d0260bf33c082217e7d621f27b2d865578c81a31,7742720,2026-08-02T17:40:45.554723+00:00
CWRU,raw_cwru_48k/normal/Normal_2HP_baseline.mat,4b97e6b5361f45efb6951dc3b1aebcdb3b89cb69d0f96d6f5c297dd9f45eee75,fb811daf7d7da24e3d5197a958dae77dce1cb83496a6306d62b08dbfbc19cbbf,15503928,2026-08-02T17:40:55.425658+00:00
CWRU,raw_cwru_48k/normal/Normal_3HP_baseline.mat,88a5990cb541320e91505a1d72139e1993500ffe6e292a451011667f4138ca78,c8ba76b0a2c8bc81211f844990d5d97682b3dcbf1ad1200be7506b9378df43da,7770624,2026-08-02T17:32:34.853028+00:00
CWRU,raw_cwru_48k/outer_race/OR007@12_0_DE48k.mat,bd426b6fb9501b5d29de17dd85a1e31b06031c4b018b5bb6ce1ec87895d60ce2,9f398c967b21f9708b2344fa9255c5eb262d9d66d8a93474e13f93e3dcf7e966,2079840,2026-08-02T17:31:24.677520+00:00
CWRU,raw_cwru_48k/outer_race/OR007@12_1_DE48k.mat,c61dfb2600ac9cbadea425d45c72025ed7432a1b99f1989c6870b714d8fd92c9,f432d5bf5e5b78147c451226a4ed01efcf2ff2fc04badc0c07d95275f6747f64,7724208,2026-08-02T17:38:54.865452+00:00
CWRU,raw_cwru_48k/outer_race/OR007@12_2_DE48k.mat,77e38a8b8e67d82012700607d47e79718dd039f230853e8652a21778b1d2e374,09e0184a04f529b08e3f8c1acafabc3d5ca05e8b5da67e1f2b46ed8bdc177b08,7733504,2026-08-02T17:39:04.412390+00:00
CWRU,raw_cwru_48k/outer_race/OR007@12_3_DE48k.mat,baf59b7f7052bde9c64af8e83a8453ae3f207029f790efd45556e112c673be7a,fc17ec83d47d8ff2b5d55a1959a8445addc5c6f229cf270cbe12b10c54c09f75,7752064,2026-08-02T17:39:15.210318+00:00
CWRU,raw_cwru_48k/outer_race/OR007@3_0_DE48k.mat,917d93670a6de924298c8e393d079495bfb2f8d6dd3ade60871b1aede9f9bef4,dfd9b4a206170184fc2db60721965dc0738a118565781d588224a6ef776d6c8b,1993968,2026-08-02T17:31:16.678576+00:00
CWRU,raw_cwru_48k/outer_race/OR007@3_1_DE48k.mat,6b94cdfeedfbd21c58e201c33f6d9af9f2eb9692445dbf6910b3755efc6e15c9,a07aa3d78ed784499f2e689626ae45743351fb2c1307b487c52f9e01bc0995e1,7761344,2026-08-02T17:31:18.459564+00:00
CWRU,raw_cwru_48k/outer_race/OR007@3_2_DE48k.mat,7dcfad2d179ad9272704e0cdf9f118452ebdf4e6ba73c571f9ffd7ae71272bc2,816ba0332039386bb35332dbf3f1cd33139714b5a176e96ab60c65b293d3cafd,7770624,2026-08-02T17:38:35.710578+00:00
CWRU,raw_cwru_48k/outer_race/OR007@3_3_DE48k.mat,e0339d60f58930fe419981f412965b8bd597aabe7a7b03dac0aa2f0459235496,8a2038128cf504146b39e8c0321dd2d612c52daf730916e7f886bf5879ad316f,7779920,2026-08-02T17:38:45.243516+00:00
CWRU,raw_cwru_48k/outer_race/OR007@6_0_DE48k.mat,5a1c3ceec1f2b58af9e01051e425aa9d31dd018f58a8d31cda25bbdb1ac6dca9,02a7cebf8915cae2718cf1f3745ad3a5c6ca78917b302adb38096cbde5eac29a,3896944,2026-08-02T17:30:22.382958+00:00
CWRU,raw_cwru_48k/outer_race/OR007@6_1_DE48k.mat,37f259eebbc92afa8bd1b445d02af14e83608a48cd7a3cf5c323515ddc2d0f24,0084aee91d19eb0cf6f4ac784b967f845b4002fc994a69d0c21373569297dcba,7789200,2026-08-02T17:30:23.709948+00:00
CWRU,raw_cwru_48k/outer_race/OR007@6_2_DE48k.mat,a81b621153e426aa32848be8157c42bcd81065a28ac7655a9a6597f3889fa3ef,c7d0fb489dd0b56d34189f2c7e9417eb0785c2138b38a2a04f7ea6f6a8df817f,7789200,2026-08-02T17:30:25.026939+00:00
CWRU,raw_cwru_48k/outer_race/OR007@6_3_DE48k.mat,b43eeb67badeb129047ddd3658bf673815dc4bd445facb4217eb04653bb2e11d,383593fbf7985320a4120dfda55826b1e7bc794d5335e71ea5767f32dcdfe435,7807760,2026-08-02T17:31:15.709583+00:00
CWRU,raw_cwru_48k/outer_race/OR014@6_0_DE48k.mat,6c27615a61f19f05f65cf2cc2aa4bca5bda051c9d93a708d0ee8baf5138834fa,c659d41c930cca041febb964911381ffd3ae81797b1fa1c5126113d7b206b60e,3922576,2026-08-02T17:31:49.317347+00:00
