dataset,recording_id,group_id_candidate,physical_bearing_id,experiment_id,session_id,original_file,original_label,mapped_label_candidate,sampling_rate_hz,duration_seconds,n_samples,rpm,load,sensor_channel,fault_type,fault_severity,bearing_position,source_url,metadata_confidence,notes
CWRU,cwru_X171,cwru_IR014_load2,cwru_DE_inner_race_014,cwru_IR014_load2,,data/raw/inner_race/IR014_2_DE12k.mat,IR014,InnerRace,12000,10.153833333333333,121846,1752.0,2hp,DE+FE+BA,inner_race,14 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 171.mat; rpm measured in-file
CWRU,cwru_X172,cwru_IR014_load3,cwru_DE_inner_race_014,cwru_IR014_load3,,data/raw/inner_race/IR014_3_DE12k.mat,IR014,InnerRace,12000,10.14175,121701,1728.0,3hp,DE+FE+BA,inner_race,14 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 172.mat; rpm measured in-file
CWRU,cwru_X209,cwru_IR021_load0,cwru_DE_inner_race_021,cwru_IR021_load0,,data/raw/inner_race/IR021_0_DE12k.mat,IR021,InnerRace,12000,10.178,122136,1797.0,0hp,DE+FE+BA,inner_race,21 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 209.mat; rpm measured in-file
CWRU,cwru_X210,cwru_IR021_load1,cwru_DE_inner_race_021,cwru_IR021_load1,,data/raw/inner_race/IR021_1_DE12k.mat,IR021,InnerRace,12000,10.129666666666667,121556,1774.0,1hp,DE+FE+BA,inner_race,21 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 210.mat; rpm measured in-file
CWRU,cwru_X211,cwru_IR021_load2,cwru_DE_inner_race_021,cwru_IR021_load2,,data/raw/inner_race/IR021_2_DE12k.mat,IR021,InnerRace,12000,10.153833333333333,121846,1752.0,2hp,DE+FE+BA,inner_race,21 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 211.mat; rpm measured in-file
CWRU,cwru_X212,cwru_IR021_load3,cwru_DE_inner_race_021,cwru_IR021_load3,,data/raw/inner_race/IR021_3_DE12k.mat,IR021,InnerRace,12000,10.165916666666666,121991,1728.0,3hp,DE+FE+BA,inner_race,21 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 212.mat; rpm measured in-file
CWRU,cwru_X056,cwru_IR028_load0,cwru_DE_inner_race_028,cwru_IR028_load0,,data/raw/inner_race/IR028_0_DE12k.mat,IR028,InnerRace,12000,10.06675,120801,1797.0,0hp,DE,inner_race,28 mil,drive_end,https://engineering.case.edu/bearingdatacenter,derived,canonical file 056.mat; rpm nominal for 0 hp
CWRU,cwru_X057,cwru_IR028_load1,cwru_DE_inner_race_028,cwru_IR028_load1,,data/raw/inner_race/IR028_1_DE12k.mat,IR028,InnerRace,12000,10.112583333333333,121351,1772.0,1hp,DE,inner_race,28 mil,drive_end,https://engineering.case.edu/bearingdatacenter,derived,canonical file 057.mat; rpm nominal for 1 hp
CWRU,cwru_X058,cwru_IR028_load2,cwru_DE_inner_race_028,cwru_IR028_load2,,data/raw/inner_race/IR028_2_DE12k.mat,IR028,InnerRace,12000,10.112583333333333,121351,1750.0,2hp,DE,inner_race,28 mil,drive_end,https://engineering.case.edu/bearingdatacenter,derived,canonical file 058.mat; rpm nominal for 2 hp
CWRU,cwru_X059,cwru_IR028_load3,cwru_DE_inner_race_028,cwru_IR028_load3,,data/raw/inner_race/IR028_3_DE12k.mat,IR028,InnerRace,12000,10.127916666666666,121535,1730.0,3hp,DE,inner_race,28 mil,drive_end,https://engineering.case.edu/bearingdatacenter,derived,canonical file 059.mat; rpm nominal for 3 hp
CWRU,cwru_X097,cwru_Normal_load0,cwru_DE_healthy_motor,cwru_Normal_load0,,data/raw/normal/Normal_0HP.mat,Normal,Healthy,48000,5.082041666666667,243938,1796.0,0hp,DE+FE,healthy,,,https://engineering.case.edu/bearingdatacenter,documented,canonical file 097.mat; rpm measured in-file; normal baseline genuinely 48 kHz (frozen audit)
CWRU,cwru_X098,cwru_Normal_load1,cwru_DE_healthy_motor,cwru_Normal_load1,,data/raw/normal/Normal_1HP.mat,Normal,Healthy,48000,10.0813125,483903,1772.0,1hp,DE+FE,healthy,,,https://engineering.case.edu/bearingdatacenter,derived,canonical file 098.mat; rpm nominal for 1 hp; normal baseline genuinely 48 kHz (frozen audit)
CWRU,cwru_X099,cwru_Normal_load2,cwru_DE_healthy_motor,cwru_Normal_load2,,data/raw/normal/Normal_2HP.mat,Normal,Healthy,48000,10.105479166666667,485063,1750.0,2hp,DE+FE,healthy,,,https://engineering.case.edu/bearingdatacenter,derived,canonical file 099.mat; rpm nominal for 2 hp; normal baseline genuinely 48 kHz (frozen audit)
CWRU,cwru_X100,cwru_Normal_load3,cwru_DE_healthy_motor,cwru_Normal_load3,,data/raw/normal/Normal_3HP.mat,Normal,Healthy,48000,10.1175625,485643,1725.0,3hp,DE+FE,healthy,,,https://engineering.case.edu/bearingdatacenter,documented,canonical file 100.mat; rpm measured in-file; normal baseline genuinely 48 kHz (frozen audit)
CWRU,cwru_X156,cwru_OR007@12_load0,cwru_DE_outer_race_007@12,cwru_OR007@12_load0,,data/raw/outer_race/OR007@12_0_DE12k.mat,OR007@12,OuterRace,12000,10.190083333333334,122281,1797.0,0hp,DE+FE+BA,outer_race,7 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 156.mat; rpm measured in-file
CWRU,cwru_X158,cwru_OR007@12_load1,cwru_DE_outer_race_007@12,cwru_OR007@12_load1,,data/raw/outer_race/OR007@12_1_DE12k.mat,OR007@12,OuterRace,12000,10.165916666666666,121991,1773.0,1hp,DE+FE+BA,outer_race,7 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 158.mat; rpm measured in-file
CWRU,cwru_X159,cwru_OR007@12_load2,cwru_DE_outer_race_007@12,cwru_OR007@12_load2,,data/raw/outer_race/OR007@12_2_DE12k.mat,OR007@12,OuterRace,12000,10.190083333333334,122281,1750.0,2hp,DE+FE+BA,outer_race,7 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 159.mat; rpm measured in-file
CWRU,cwru_X160,cwru_OR007@12_load3,cwru_DE_outer_race_007@12,cwru_OR007@12_load3,,data/raw/outer_race/OR007@12_3_DE12k.mat,OR007@12,OuterRace,12000,10.178,122136,1724.0,3hp,DE+FE+BA,outer_race,7 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 160.mat; rpm measured in-file
CWRU,cwru_X144,cwru_OR007@3_load0,cwru_DE_outer_race_007@3,cwru_OR007@3_load0,,data/raw/outer_race/OR007@3_0_DE12k.mat,OR007@3,OuterRace,12000,10.190083333333334,122281,1797.0,0hp,DE+FE+BA,outer_race,7 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 144.mat; rpm measured in-file
CWRU,cwru_X145,cwru_OR007@3_load1,cwru_DE_outer_race_007@3,cwru_OR007@3_load1,,data/raw/outer_race/OR007@3_1_DE12k.mat,OR007@3,OuterRace,12000,10.153833333333333,121846,1774.0,1hp,DE+FE+BA,outer_race,7 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 145.mat; rpm measured in-file
CWRU,cwru_X146,cwru_OR007@3_load2,cwru_DE_outer_race_007@3,cwru_OR007@3_load2,,data/raw/outer_race/OR007@3_2_DE12k.mat,OR007@3,OuterRace,12000,10.129666666666667,121556,1751.0,2hp,DE+FE+BA,outer_race,7 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 146.mat; rpm measured in-file
CWRU,cwru_X147,cwru_OR007@3_load3,cwru_DE_outer_race_007@3,cwru_OR007@3_load3,,data/raw/outer_race/OR007@3_3_DE12k.mat,OR007@3,OuterRace,12000,10.190083333333334,122281,1725.0,3hp,DE+FE+BA,outer_race,7 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 147.mat; rpm measured in-file
CWRU,cwru_X130,cwru_OR007@6_load0,cwru_DE_outer_race_007@6,cwru_OR007@6_load0,,data/raw/outer_race/OR007@6_0_DE12k.mat,OR007@6,OuterRace,12000,10.165916666666666,121991,1796.0,0hp,DE+FE+BA,outer_race,7 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 130.mat; rpm measured in-file
CWRU,cwru_X131,cwru_OR007@6_load1,cwru_DE_outer_race_007@6,cwru_OR007@6_load1,,data/raw/outer_race/OR007@6_1_DE12k.mat,OR007@6,OuterRace,12000,10.202166666666667,122426,1773.0,1hp,DE+FE+BA,outer_race,7 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 131.mat; rpm measured in-file
CWRU,cwru_X132,cwru_OR007@6_load2,cwru_DE_outer_race_007@6,cwru_OR007@6_load2,,data/raw/outer_race/OR007@6_2_DE12k.mat,OR007@6,OuterRace,12000,10.1175,121410,1750.0,2hp,DE+FE+BA,outer_race,7 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 132.mat; rpm measured in-file
CWRU,cwru_X133,cwru_OR007@6_load3,cwru_DE_outer_race_007@6,cwru_OR007@6_load3,,data/raw/outer_race/OR007@6_3_DE12k.mat,OR007@6,OuterRace,12000,10.21425,122571,1725.0,3hp,DE+FE+BA,outer_race,7 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 133.mat; rpm measured in-file
CWRU,cwru_X197,cwru_OR014@6_load0,cwru_DE_outer_race_014@6,cwru_OR014@6_load0,,data/raw/outer_race/OR014@6_0_DE12k.mat,OR014@6,OuterRace,12000,10.153833333333333,121846,1796.0,0hp,DE+FE+BA,outer_race,14 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 197.mat; rpm measured in-file
CWRU,cwru_X198,cwru_OR014@6_load1,cwru_DE_outer_race_014@6,cwru_OR014@6_load1,,data/raw/outer_race/OR014@6_1_DE12k.mat,OR014@6,OuterRace,12000,10.178,122136,1772.0,1hp,DE+FE+BA,outer_race,14 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 198.mat; rpm measured in-file
CWRU,cwru_X199,cwru_OR014@6_load2,cwru_DE_outer_race_014@6,cwru_OR014@6_load2,,data/raw/outer_race/OR014@6_2_DE12k.mat,OR014@6,OuterRace,12000,10.153833333333333,121846,1749.0,2hp,DE+FE+BA,outer_race,14 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 199.mat; rpm measured in-file
CWRU,cwru_X200,cwru_OR014@6_load3,cwru_DE_outer_race_014@6,cwru_OR014@6_load3,,data/raw/outer_race/OR014@6_3_DE12k.mat,OR014@6,OuterRace,12000,10.165916666666666,121991,1723.0,3hp,DE+FE+BA,outer_race,14 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 200.mat; rpm measured in-file
CWRU,cwru_X246,cwru_OR021@12_load0,cwru_DE_outer_race_021@12,cwru_OR021@12_load0,,data/raw/outer_race/OR021@12_0_DE12k.mat,OR021@12,OuterRace,12000,10.14175,121701,1796.0,0hp,DE+FE+BA,outer_race,21 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 246.mat; rpm measured in-file
CWRU,cwru_X247,cwru_OR021@12_load1,cwru_DE_outer_race_021@12,cwru_OR021@12_load1,,data/raw/outer_race/OR021@12_1_DE12k.mat,OR021@12,OuterRace,12000,10.165916666666666,121991,1771.0,1hp,DE+FE+BA,outer_race,21 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 247.mat; rpm measured in-file
CWRU,cwru_X248,cwru_OR021@12_load2,cwru_DE_outer_race_021@12,cwru_OR021@12_load2,,data/raw/outer_race/OR021@12_2_DE12k.mat,OR021@12,OuterRace,12000,10.190083333333334,122281,1747.0,2hp,DE+FE+BA,outer_race,21 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 248.mat; rpm measured in-file
CWRU,cwru_X249,cwru_OR021@12_load3,cwru_DE_outer_race_021@12,cwru_OR021@12_load3,,data/raw/outer_race/OR021@12_3_DE12k.mat,OR021@12,OuterRace,12000,10.178,122136,1719.0,3hp,DE+FE+BA,outer_race,21 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 249.mat; rpm measured in-file
CWRU,cwru_X234,cwru_OR021@6_load0,cwru_DE_outer_race_021@6,cwru_OR021@6_load0,,data/raw/outer_race/OR021@6_0_DE12k.mat,OR021@6,OuterRace,12000,10.202166666666667,122426,1796.0,0hp,DE+FE+BA,outer_race,21 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 234.mat; rpm measured in-file
CWRU,cwru_X235,cwru_OR021@6_load1,cwru_DE_outer_race_021@6,cwru_OR021@6_load1,,data/raw/outer_race/OR021@6_1_DE12k.mat,OR021@6,OuterRace,12000,10.165916666666666,121991,1771.0,1hp,DE+FE+BA,outer_race,21 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 235.mat; rpm measured in-file
CWRU,cwru_X236,cwru_OR021@6_load2,cwru_DE_outer_race_021@6,cwru_OR021@6_load2,,data/raw/outer_race/OR021@6_2_DE12k.mat,OR021@6,OuterRace,12000,10.190083333333334,122281,1748.0,2hp,DE+FE+BA,outer_race,21 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 236.mat; rpm measured in-file
CWRU,cwru_X237,cwru_OR021@6_load3,cwru_DE_outer_race_021@6,cwru_OR021@6_load3,,data/raw/outer_race/OR021@6_3_DE12k.mat,OR021@6,OuterRace,12000,10.165916666666666,121991,1721.0,3hp,DE+FE+BA,outer_race,21 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 237.mat; rpm measured in-file
CWRU,cwru_X122,cwru_B007_load0,cwru_DE_ball_007,cwru_B007_load0,,data/raw_cwru_48k/ball/B007_0_DE48k.mat,B007,RollingElement,48000,5.098729166666667,244739,1796.0,0hp,DE+FE,ball,7 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 122.mat; rpm measured in-file
CWRU,cwru_X123,cwru_B007_load1,cwru_DE_ball_007,cwru_B007_load1,,data/raw_cwru_48k/ball/B007_1_DE48k.mat,B007,RollingElement,48000,10.153833333333333,487384,1772.0,1hp,DE+FE,ball,7 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 123.mat; rpm measured in-file
CWRU,cwru_X124,cwru_B007_load2,cwru_DE_ball_007,cwru_B007_load2,,data/raw_cwru_48k/ball/B007_2_DE48k.mat,B007,RollingElement,48000,10.14175,486804,1747.0,2hp,DE+FE,ball,7 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 124.mat; rpm measured in-file
CWRU,cwru_X125,cwru_B007_load3,cwru_DE_ball_007,cwru_B007_load3,,data/raw_cwru_48k/ball/B007_3_DE48k.mat,B007,RollingElement,48000,10.178020833333333,488545,1721.0,3hp,DE+FE,ball,7 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 125.mat; rpm measured in-file
CWRU,cwru_X189,cwru_B014_load0,cwru_DE_ball_014,cwru_B014_load0,,data/raw_cwru_48k/ball/B014_0_DE48k.mat,B014,RollingElement,48000,5.190541666666666,249146,1797.0,0hp,DE+FE,ball,14 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 189.mat; rpm measured in-file
CWRU,cwru_X190,cwru_B014_load1,cwru_DE_ball_014,cwru_B014_load1,,data/raw_cwru_48k/ball/B014_1_DE48k.mat,B014,RollingElement,48000,10.129666666666667,486224,1772.0,1hp,DE+FE,ball,14 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 190.mat; rpm measured in-file
CWRU,cwru_X191,cwru_B014_load2,cwru_DE_ball_014,cwru_B014_load2,,data/raw_cwru_48k/ball/B014_2_DE48k.mat,B014,RollingElement,48000,10.153833333333333,487384,1748.0,2hp,DE+FE,ball,14 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 191.mat; rpm measured in-file
CWRU,cwru_X192,cwru_B014_load3,cwru_DE_ball_014,cwru_B014_load3,,data/raw_cwru_48k/ball/B014_3_DE48k.mat,B014,RollingElement,48000,10.14175,486804,1725.0,3hp,DE+FE,ball,14 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 192.mat; rpm measured in-file
CWRU,cwru_X226,cwru_B021_load0,cwru_DE_ball_021,cwru_B021_load0,,data/raw_cwru_48k/ball/B021_0_DE48k.mat,B021,RollingElement,48000,5.082041666666667,243938,1797.0,0hp,DE+FE,ball,21 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 226.mat; rpm measured in-file
CWRU,cwru_X227,cwru_B021_load1,cwru_DE_ball_021,cwru_B021_load1,,data/raw_cwru_48k/ball/B021_1_DE48k.mat,B021,RollingElement,48000,10.14175,486804,1774.0,1hp,DE+FE,ball,21 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 227.mat; rpm measured in-file
CWRU,cwru_X228,cwru_B021_load2,cwru_DE_ball_021,cwru_B021_load2,,data/raw_cwru_48k/ball/B021_2_DE48k.mat,B021,RollingElement,48000,10.153833333333333,487384,1754.0,2hp,DE+FE,ball,21 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 228.mat; rpm measured in-file
CWRU,cwru_X229,cwru_B021_load3,cwru_DE_ball_021,cwru_B021_load3,,data/raw_cwru_48k/ball/B021_3_DE48k.mat,B021,RollingElement,48000,10.14175,486804,1729.0,3hp,DE+FE,ball,21 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 229.mat; rpm measured in-file
CWRU,cwru_X109,cwru_IR007_load0,cwru_DE_inner_race_007,cwru_IR007_load0,,data/raw_cwru_48k/inner_race/IR007_0_DE48k.mat,IR007,InnerRace,48000,5.082041666666667,243938,1796.0,0hp,DE+FE,inner_race,7 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 109.mat; rpm measured in-file
CWRU,cwru_X110,cwru_IR007_load1,cwru_DE_inner_race_007,cwru_IR007_load1,,data/raw_cwru_48k/inner_race/IR007_1_DE48k.mat,IR007,InnerRace,48000,10.129666666666667,486224,1772.0,1hp,DE+FE,inner_race,7 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 110.mat; rpm measured in-file
CWRU,cwru_X111,cwru_IR007_load2,cwru_DE_inner_race_007,cwru_IR007_load2,,data/raw_cwru_48k/inner_race/IR007_2_DE48k.mat,IR007,InnerRace,48000,10.1175625,485643,1748.0,2hp,DE+FE,inner_race,7 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 111.mat; rpm measured in-file
CWRU,cwru_X112,cwru_IR007_load3,cwru_DE_inner_race_007,cwru_IR007_load3,,data/raw_cwru_48k/inner_race/IR007_3_DE48k.mat,IR007,InnerRace,48000,10.1175625,485643,1721.0,3hp,DE+FE,inner_race,7 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 112.mat; rpm measured in-file
CWRU,cwru_X173,cwru_IR014_load0,cwru_DE_inner_race_014,cwru_IR014_load0,,data/raw_cwru_48k/inner_race/IR014_0_DE48k.mat,IR014,InnerRace,48000,1.3289166666666667,63788,1796.0,0hp,DE+FE,inner_race,14 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 173.mat; rpm measured in-file
CWRU,cwru_X175,cwru_IR014_load1,cwru_DE_inner_race_014,cwru_IR014_load1,,data/raw_cwru_48k/inner_race/IR014_1_DE48k.mat,IR014,InnerRace,48000,7.956041666666667,381890,1772.0,1hp,DE+FE,inner_race,14 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 175.mat; rpm measured in-file
CWRU,cwru_X176,cwru_IR014_load2,cwru_DE_inner_race_014,cwru_IR014_load2,,data/raw_cwru_48k/inner_race/IR014_2_DE48k.mat,IR014,InnerRace,48000,10.165916666666666,487964,1751.0,2hp,DE+FE,inner_race,14 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 176.mat; rpm measured in-file
CWRU,cwru_X177,cwru_IR014_load3,cwru_DE_inner_race_014,cwru_IR014_load3,,data/raw_cwru_48k/inner_race/IR014_3_DE48k.mat,IR014,InnerRace,48000,10.105479166666667,485063,1726.0,3hp,DE+FE,inner_race,14 mil,drive_end,https://engineering.case.edu/bearingdatacenter,documented,canonical file 177.mat; rpm measured in-file
