methodology_version,fold_id,dataset,split,recording_id,group_id,original_label,mapped_label_if_applicable,grouping_type,source_file,sampling_rate_hz,rpm,load,fault_type,fault_severity,bearing_position,session,experiment_id,temporal_block_id,temporal_start_sample,temporal_end_sample,guard_before,guard_after,is_usable,notes
methodology_v2.part2.v1,2,CWRU,train,cwru_X137,cwru48k_OR007,OR007@6,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR007@6_2_DE48k.mat,48000,1750.0,2hp,outer_race,7 mil,drive_end,,cwru_OR007@6_load2,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,train,cwru_X138,cwru48k_OR007,OR007@6,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR007@6_3_DE48k.mat,48000,1725.0,3hp,outer_race,7 mil,drive_end,,cwru_OR007@6_load3,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,train,cwru_X148,cwru48k_OR007,OR007@3,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR007@3_0_DE48k.mat,48000,1797.0,0hp,outer_race,7 mil,drive_end,,cwru_OR007@3_load0,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,train,cwru_X149,cwru48k_OR007,OR007@3,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR007@3_1_DE48k.mat,48000,1773.0,1hp,outer_race,7 mil,drive_end,,cwru_OR007@3_load1,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,train,cwru_X150,cwru48k_OR007,OR007@3,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR007@3_2_DE48k.mat,48000,1750.0,2hp,outer_race,7 mil,drive_end,,cwru_OR007@3_load2,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,train,cwru_X151,cwru48k_OR007,OR007@3,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR007@3_3_DE48k.mat,48000,1724.0,3hp,outer_race,7 mil,drive_end,,cwru_OR007@3_load3,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,train,cwru_X161,cwru48k_OR007,OR007@12,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR007@12_0_DE48k.mat,48000,1796.0,0hp,outer_race,7 mil,drive_end,,cwru_OR007@12_load0,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,train,cwru_X162,cwru48k_OR007,OR007@12,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR007@12_1_DE48k.mat,48000,1772.0,1hp,outer_race,7 mil,drive_end,,cwru_OR007@12_load1,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,train,cwru_X163,cwru48k_OR007,OR007@12,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR007@12_2_DE48k.mat,48000,1749.0,2hp,outer_race,7 mil,drive_end,,cwru_OR007@12_load2,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,train,cwru_X164,cwru48k_OR007,OR007@12,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR007@12_3_DE48k.mat,48000,1723.0,3hp,outer_race,7 mil,drive_end,,cwru_OR007@12_load3,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,train,cwru_X173,cwru48k_IR014,IR014,InnerRace,physical_specimen_across_loads,data/raw_cwru_48k/inner_race/IR014_0_DE48k.mat,48000,1796.0,0hp,inner_race,14 mil,drive_end,,cwru_IR014_load0,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,train,cwru_X175,cwru48k_IR014,IR014,InnerRace,physical_specimen_across_loads,data/raw_cwru_48k/inner_race/IR014_1_DE48k.mat,48000,1772.0,1hp,inner_race,14 mil,drive_end,,cwru_IR014_load1,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,train,cwru_X176,cwru48k_IR014,IR014,InnerRace,physical_specimen_across_loads,data/raw_cwru_48k/inner_race/IR014_2_DE48k.mat,48000,1751.0,2hp,inner_race,14 mil,drive_end,,cwru_IR014_load2,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,train,cwru_X177,cwru48k_IR014,IR014,InnerRace,physical_specimen_across_loads,data/raw_cwru_48k/inner_race/IR014_3_DE48k.mat,48000,1726.0,3hp,inner_race,14 mil,drive_end,,cwru_IR014_load3,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,test,cwru_X189,cwru48k_B014,B014,RollingElement,physical_specimen_across_loads,data/raw_cwru_48k/ball/B014_0_DE48k.mat,48000,1797.0,0hp,ball,14 mil,drive_end,,cwru_B014_load0,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,test,cwru_X190,cwru48k_B014,B014,RollingElement,physical_specimen_across_loads,data/raw_cwru_48k/ball/B014_1_DE48k.mat,48000,1772.0,1hp,ball,14 mil,drive_end,,cwru_B014_load1,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,test,cwru_X191,cwru48k_B014,B014,RollingElement,physical_specimen_across_loads,data/raw_cwru_48k/ball/B014_2_DE48k.mat,48000,1748.0,2hp,ball,14 mil,drive_end,,cwru_B014_load2,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,test,cwru_X192,cwru48k_B014,B014,RollingElement,physical_specimen_across_loads,data/raw_cwru_48k/ball/B014_3_DE48k.mat,48000,1725.0,3hp,ball,14 mil,drive_end,,cwru_B014_load3,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,validation,cwru_X201,cwru48k_OR014,OR014@6,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR014@6_0_DE48k.mat,48000,1796.0,0hp,outer_race,14 mil,drive_end,,cwru_OR014@6_load0,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,validation,cwru_X202,cwru48k_OR014,OR014@6,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR014@6_1_DE48k.mat,48000,1772.0,1hp,outer_race,14 mil,drive_end,,cwru_OR014@6_load1,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,validation,cwru_X203,cwru48k_OR014,OR014@6,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR014@6_2_DE48k.mat,48000,1749.0,2hp,outer_race,14 mil,drive_end,,cwru_OR014@6_load2,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,validation,cwru_X204,cwru48k_OR014,OR014@6,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR014@6_3_DE48k.mat,48000,1723.0,3hp,outer_race,14 mil,drive_end,,cwru_OR014@6_load3,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,validation,cwru_X213,cwru48k_IR021,IR021,InnerRace,physical_specimen_across_loads,data/raw_cwru_48k/inner_race/IR021_0_DE48k.mat,48000,1796.0,0hp,inner_race,21 mil,drive_end,,cwru_IR021_load0,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,validation,cwru_X214,cwru48k_IR021,IR021,InnerRace,physical_specimen_across_loads,data/raw_cwru_48k/inner_race/IR021_1_DE48k.mat,48000,1774.0,1hp,inner_race,21 mil,drive_end,,cwru_IR021_load1,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,validation,cwru_X215,cwru48k_IR021,IR021,InnerRace,physical_specimen_across_loads,data/raw_cwru_48k/inner_race/IR021_2_DE48k.mat,48000,1752.0,2hp,inner_race,21 mil,drive_end,,cwru_IR021_load2,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,validation,cwru_X217,cwru48k_IR021,IR021,InnerRace,physical_specimen_across_loads,data/raw_cwru_48k/inner_race/IR021_3_DE48k.mat,48000,1727.0,3hp,inner_race,21 mil,drive_end,,cwru_IR021_load3,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,train,cwru_X226,cwru48k_B021,B021,RollingElement,physical_specimen_across_loads,data/raw_cwru_48k/ball/B021_0_DE48k.mat,48000,1797.0,0hp,ball,21 mil,drive_end,,cwru_B021_load0,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,train,cwru_X227,cwru48k_B021,B021,RollingElement,physical_specimen_across_loads,data/raw_cwru_48k/ball/B021_1_DE48k.mat,48000,1774.0,1hp,ball,21 mil,drive_end,,cwru_B021_load1,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,train,cwru_X228,cwru48k_B021,B021,RollingElement,physical_specimen_across_loads,data/raw_cwru_48k/ball/B021_2_DE48k.mat,48000,1754.0,2hp,ball,21 mil,drive_end,,cwru_B021_load2,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,train,cwru_X229,cwru48k_B021,B021,RollingElement,physical_specimen_across_loads,data/raw_cwru_48k/ball/B021_3_DE48k.mat,48000,1729.0,3hp,ball,21 mil,drive_end,,cwru_B021_load3,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,test,cwru_X238,cwru48k_OR021,OR021@6,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR021@6_0_DE48k.mat,48000,1796.0,0hp,outer_race,21 mil,drive_end,,cwru_OR021@6_load0,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,test,cwru_X239,cwru48k_OR021,OR021@6,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR021@6_1_DE48k.mat,48000,1771.0,1hp,outer_race,21 mil,drive_end,,cwru_OR021@6_load1,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,test,cwru_X240,cwru48k_OR021,OR021@6,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR021@6_2_DE48k.mat,48000,1747.0,2hp,outer_race,21 mil,drive_end,,cwru_OR021@6_load2,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,test,cwru_X241,cwru48k_OR021,OR021@6,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR021@6_3_DE48k.mat,48000,1719.0,3hp,outer_race,21 mil,drive_end,,cwru_OR021@6_load3,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,test,cwru_X250,cwru48k_OR021,OR021@3,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR021@3_0_DE48k.mat,48000,1796.0,0hp,outer_race,21 mil,drive_end,,cwru_OR021@3_load0,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,test,cwru_X251,cwru48k_OR021,OR021@3,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR021@3_1_DE48k.mat,48000,1770.0,1hp,outer_race,21 mil,drive_end,,cwru_OR021@3_load1,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,test,cwru_X252,cwru48k_OR021,OR021@3,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR021@3_2_DE48k.mat,48000,1746.0,2hp,outer_race,21 mil,drive_end,,cwru_OR021@3_load2,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,test,cwru_X253,cwru48k_OR021,OR021@3,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR021@3_3_DE48k.mat,48000,1719.0,3hp,outer_race,21 mil,drive_end,,cwru_OR021@3_load3,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,test,cwru_X262,cwru48k_OR021,OR021@12,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR021@12_0_DE48k.mat,48000,1796.0,0hp,outer_race,21 mil,drive_end,,cwru_OR021@12_load0,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,test,cwru_X263,cwru48k_OR021,OR021@12,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR021@12_1_DE48k.mat,48000,1771.0,1hp,outer_race,21 mil,drive_end,,cwru_OR021@12_load1,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,test,cwru_X264,cwru48k_OR021,OR021@12,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR021@12_2_DE48k.mat,48000,1746.0,2hp,outer_race,21 mil,drive_end,,cwru_OR021@12_load2,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,CWRU,test,cwru_X265,cwru48k_OR021,OR021@12,OuterRace,physical_specimen_across_loads,data/raw_cwru_48k/outer_race/OR021@12_3_DE48k.mat,48000,1718.0,3hp,outer_race,21 mil,drive_end,,cwru_OR021@12_load3,,,,,,True,"OR clock positions merged into specimen (approved conservative rule, CWRU_GROUPING_RECHECK.md)"
methodology_v2.part2.v1,2,JNU,test,jnu_ib1000_2,jnu_ib1000_2,ib,InnerRace,within_recording_temporal_macro_block,data/raw_jnu/JNU-Bearing-Dataset/ib1000_2.csv,50000,1000.0,,inner_race,0.3mm x 0.05mm wire-cut dent,,,jnu_ib_1000,A,0.0,100100.0,False,True,True,"within-recording temporal holdout; nominal slot boundaries pre-guard; edges flagged guard_* shrink by ceil(G/2) at Part-3 instantiation, G >= effective window span"
methodology_v2.part2.v1,2,JNU,train,jnu_ib1000_2,jnu_ib1000_2,ib,InnerRace,within_recording_temporal_macro_block,data/raw_jnu/JNU-Bearing-Dataset/ib1000_2.csv,50000,1000.0,,inner_race,0.3mm x 0.05mm wire-cut dent,,,jnu_ib_1000,B,100100.0,200200.0,True,True,True,"within-recording temporal holdout; nominal slot boundaries pre-guard; edges flagged guard_* shrink by ceil(G/2) at Part-3 instantiation, G >= effective window span"
methodology_v2.part2.v1,2,JNU,train,jnu_ib1000_2,jnu_ib1000_2,ib,InnerRace,within_recording_temporal_macro_block,data/raw_jnu/JNU-Bearing-Dataset/ib1000_2.csv,50000,1000.0,,inner_race,0.3mm x 0.05mm wire-cut dent,,,jnu_ib_1000,C,200200.0,300300.0,True,True,True,"within-recording temporal holdout; nominal slot boundaries pre-guard; edges flagged guard_* shrink by ceil(G/2) at Part-3 instantiation, G >= effective window span"
methodology_v2.part2.v1,2,JNU,train,jnu_ib1000_2,jnu_ib1000_2,ib,InnerRace,within_recording_temporal_macro_block,data/raw_jnu/JNU-Bearing-Dataset/ib1000_2.csv,50000,1000.0,,inner_race,0.3mm x 0.05mm wire-cut dent,,,jnu_ib_1000,D,300300.0,400400.0,True,True,True,"within-recording temporal holdout; nominal slot boundaries pre-guard; edges flagged guard_* shrink by ceil(G/2) at Part-3 instantiation, G >= effective window span"
methodology_v2.part2.v1,2,JNU,validation,jnu_ib1000_2,jnu_ib1000_2,ib,InnerRace,within_recording_temporal_macro_block,data/raw_jnu/JNU-Bearing-Dataset/ib1000_2.csv,50000,1000.0,,inner_race,0.3mm x 0.05mm wire-cut dent,,,jnu_ib_1000,E,400400.0,500500.0,True,False,True,"within-recording temporal holdout; nominal slot boundaries pre-guard; edges flagged guard_* shrink by ceil(G/2) at Part-3 instantiation, G >= effective window span"
methodology_v2.part2.v1,2,JNU,guard,jnu_ib1000_2,jnu_ib1000_2,ib,InnerRace,guard_region,data/raw_jnu/JNU-Bearing-Dataset/ib1000_2.csv,50000,1000.0,,inner_race,0.3mm x 0.05mm wire-cut dent,,,jnu_ib_1000,GUARD_AB,100100.0,100100.0,,,False,"symbolic guard anchored at nominal boundary 100100; expands to [b-ceil(G/2), b+ceil(G/2)) once Part 3 freezes G >= effective window span; never usable"
methodology_v2.part2.v1,2,JNU,guard,jnu_ib1000_2,jnu_ib1000_2,ib,InnerRace,guard_region,data/raw_jnu/JNU-Bearing-Dataset/ib1000_2.csv,50000,1000.0,,inner_race,0.3mm x 0.05mm wire-cut dent,,,jnu_ib_1000,GUARD_BC,200200.0,200200.0,,,False,"symbolic guard anchored at nominal boundary 200200; expands to [b-ceil(G/2), b+ceil(G/2)) once Part 3 freezes G >= effective window span; never usable"
methodology_v2.part2.v1,2,JNU,guard,jnu_ib1000_2,jnu_ib1000_2,ib,InnerRace,guard_region,data/raw_jnu/JNU-Bearing-Dataset/ib1000_2.csv,50000,1000.0,,inner_race,0.3mm x 0.05mm wire-cut dent,,,jnu_ib_1000,GUARD_CD,300300.0,300300.0,,,False,"symbolic guard anchored at nominal boundary 300300; expands to [b-ceil(G/2), b+ceil(G/2)) once Part 3 freezes G >= effective window span; never usable"
methodology_v2.part2.v1,2,JNU,guard,jnu_ib1000_2,jnu_ib1000_2,ib,InnerRace,guard_region,data/raw_jnu/JNU-Bearing-Dataset/ib1000_2.csv,50000,1000.0,,inner_race,0.3mm x 0.05mm wire-cut dent,,,jnu_ib_1000,GUARD_DE,400400.0,400400.0,,,False,"symbolic guard anchored at nominal boundary 400400; expands to [b-ceil(G/2), b+ceil(G/2)) once Part 3 freezes G >= effective window span; never usable"
methodology_v2.part2.v1,2,JNU,test,jnu_ib600_2,jnu_ib600_2,ib,InnerRace,within_recording_temporal_macro_block,data/raw_jnu/JNU-Bearing-Dataset/ib600_2.csv,50000,600.0,,inner_race,0.3mm x 0.05mm wire-cut dent,,,jnu_ib_600,A,0.0,100100.0,False,True,True,"within-recording temporal holdout; nominal slot boundaries pre-guard; edges flagged guard_* shrink by ceil(G/2) at Part-3 instantiation, G >= effective window span"
methodology_v2.part2.v1,2,JNU,train,jnu_ib600_2,jnu_ib600_2,ib,InnerRace,within_recording_temporal_macro_block,data/raw_jnu/JNU-Bearing-Dataset/ib600_2.csv,50000,600.0,,inner_race,0.3mm x 0.05mm wire-cut dent,,,jnu_ib_600,B,100100.0,200200.0,True,True,True,"within-recording temporal holdout; nominal slot boundaries pre-guard; edges flagged guard_* shrink by ceil(G/2) at Part-3 instantiation, G >= effective window span"
methodology_v2.part2.v1,2,JNU,train,jnu_ib600_2,jnu_ib600_2,ib,InnerRace,within_recording_temporal_macro_block,data/raw_jnu/JNU-Bearing-Dataset/ib600_2.csv,50000,600.0,,inner_race,0.3mm x 0.05mm wire-cut dent,,,jnu_ib_600,C,200200.0,300300.0,True,True,True,"within-recording temporal holdout; nominal slot boundaries pre-guard; edges flagged guard_* shrink by ceil(G/2) at Part-3 instantiation, G >= effective window span"
methodology_v2.part2.v1,2,JNU,train,jnu_ib600_2,jnu_ib600_2,ib,InnerRace,within_recording_temporal_macro_block,data/raw_jnu/JNU-Bearing-Dataset/ib600_2.csv,50000,600.0,,inner_race,0.3mm x 0.05mm wire-cut dent,,,jnu_ib_600,D,300300.0,400400.0,True,True,True,"within-recording temporal holdout; nominal slot boundaries pre-guard; edges flagged guard_* shrink by ceil(G/2) at Part-3 instantiation, G >= effective window span"
methodology_v2.part2.v1,2,JNU,validation,jnu_ib600_2,jnu_ib600_2,ib,InnerRace,within_recording_temporal_macro_block,data/raw_jnu/JNU-Bearing-Dataset/ib600_2.csv,50000,600.0,,inner_race,0.3mm x 0.05mm wire-cut dent,,,jnu_ib_600,E,400400.0,500500.0,True,False,True,"within-recording temporal holdout; nominal slot boundaries pre-guard; edges flagged guard_* shrink by ceil(G/2) at Part-3 instantiation, G >= effective window span"
methodology_v2.part2.v1,2,JNU,guard,jnu_ib600_2,jnu_ib600_2,ib,InnerRace,guard_region,data/raw_jnu/JNU-Bearing-Dataset/ib600_2.csv,50000,600.0,,inner_race,0.3mm x 0.05mm wire-cut dent,,,jnu_ib_600,GUARD_AB,100100.0,100100.0,,,False,"symbolic guard anchored at nominal boundary 100100; expands to [b-ceil(G/2), b+ceil(G/2)) once Part 3 freezes G >= effective window span; never usable"
methodology_v2.part2.v1,2,JNU,guard,jnu_ib600_2,jnu_ib600_2,ib,InnerRace,guard_region,data/raw_jnu/JNU-Bearing-Dataset/ib600_2.csv,50000,600.0,,inner_race,0.3mm x 0.05mm wire-cut dent,,,jnu_ib_600,GUARD_BC,200200.0,200200.0,,,False,"symbolic guard anchored at nominal boundary 200200; expands to [b-ceil(G/2), b+ceil(G/2)) once Part 3 freezes G >= effective window span; never usable"
methodology_v2.part2.v1,2,JNU,guard,jnu_ib600_2,jnu_ib600_2,ib,InnerRace,guard_region,data/raw_jnu/JNU-Bearing-Dataset/ib600_2.csv,50000,600.0,,inner_race,0.3mm x 0.05mm wire-cut dent,,,jnu_ib_600,GUARD_CD,300300.0,300300.0,,,False,"symbolic guard anchored at nominal boundary 300300; expands to [b-ceil(G/2), b+ceil(G/2)) once Part 3 freezes G >= effective window span; never usable"
methodology_v2.part2.v1,2,JNU,guard,jnu_ib600_2,jnu_ib600_2,ib,InnerRace,guard_region,data/raw_jnu/JNU-Bearing-Dataset/ib600_2.csv,50000,600.0,,inner_race,0.3mm x 0.05mm wire-cut dent,,,jnu_ib_600,GUARD_DE,400400.0,400400.0,,,False,"symbolic guard anchored at nominal boundary 400400; expands to [b-ceil(G/2), b+ceil(G/2)) once Part 3 freezes G >= effective window span; never usable"
