fold_id,dataset,split,window_s,overlap_pct,counting_basis,n_regions,n_regions_too_short,n_windows
1,MAFAULDA,test,2.0,0,standard,447,0,894
1,MAFAULDA,test,2.0,50,standard,447,0,1788
2,CWRU,train,0.25,0,standard,20,0,656
2,CWRU,train,0.25,50,standard,20,0,1302
2,CWRU,train,0.5,0,standard,20,0,327
2,CWRU,train,0.5,50,standard,20,0,636
2,CWRU,train,1.0,0,standard,20,0,162
2,CWRU,train,1.0,50,standard,20,0,307
2,CWRU,train,2.0,0,standard,20,1,79
2,CWRU,train,2.0,50,standard,20,1,142
2,CWRU,validation,0.25,0,standard,12,0,420
2,CWRU,validation,0.25,50,standard,12,0,835
2,CWRU,validation,0.5,0,standard,12,0,210
2,CWRU,validation,0.5,50,standard,12,0,408
2,CWRU,validation,1.0,0,standard,12,0,105
2,CWRU,validation,1.0,50,standard,12,0,198
2,CWRU,validation,2.0,0,standard,12,0,51
2,CWRU,validation,2.0,50,standard,12,0,93
2,CWRU,test,0.25,0,standard,20,0,680
2,CWRU,test,0.25,50,standard,20,0,1356
2,CWRU,test,0.5,0,standard,20,0,340
2,CWRU,test,0.5,50,standard,20,0,660
2,CWRU,test,1.0,0,standard,20,0,169
2,CWRU,test,1.0,50,standard,20,0,320
2,CWRU,test,2.0,0,standard,20,0,83
2,CWRU,test,2.0,50,standard,20,0,149
2,JNU,train,0.25,0,standard,36,0,396
2,JNU,train,0.25,50,standard,36,0,756
2,JNU,train,0.5,0,standard,36,0,180
2,JNU,train,0.5,50,standard,36,0,324
2,JNU,train,1.0,0,standard,36,0,72
2,JNU,train,1.0,50,standard,36,0,108
2,JNU,train,2.0,0,standard,36,27,18
2,JNU,train,2.0,50,standard,36,27,27
2,JNU,validation,0.25,0,standard,12,0,132
2,JNU,validation,0.25,50,standard,12,0,264
2,JNU,validation,0.5,0,standard,12,0,60
2,JNU,validation,0.5,50,standard,12,0,120
2,JNU,validation,1.0,0,standard,12,0,24
2,JNU,validation,1.0,50,standard,12,0,48
2,JNU,validation,2.0,0,standard,12,9,6
2,JNU,validation,2.0,50,standard,12,9,12
2,JNU,test,0.25,0,standard,12,0,132
2,JNU,test,0.25,50,standard,12,0,264
2,JNU,test,0.5,0,standard,12,0,60
2,JNU,test,0.5,50,standard,12,0,120
2,JNU,test,1.0,0,standard,12,0,24
2,JNU,test,1.0,50,standard,12,0,48
2,JNU,test,2.0,0,standard,12,9,6
2,JNU,test,2.0,50,standard,12,9,12
2,HIT,train,0.25,0,standard,94,0,5452
2,HIT,train,0.25,0,hit_series_constrained,1692,0,5076
2,HIT,train,0.25,50,standard,94,0,10904
2,HIT,train,0.25,50,hit_series_constrained,1692,0,8460
2,HIT,train,0.5,0,standard,94,0,2726
2,HIT,train,0.5,0,hit_series_constrained,1692,0,1692
2,HIT,train,0.5,50,standard,94,0,5358
2,HIT,train,0.5,50,hit_series_constrained,1692,0,3384
2,HIT,train,1.0,0,standard,94,0,1316
2,HIT,train,1.0,0,hit_series_constrained,1692,1692,0
2,HIT,train,1.0,50,standard,94,0,2632
2,HIT,train,1.0,50,hit_series_constrained,1692,1692,0
2,HIT,train,2.0,0,standard,94,0,658
2,HIT,train,2.0,0,hit_series_constrained,1692,1692,0
2,HIT,train,2.0,50,standard,94,0,1222
2,HIT,train,2.0,50,hit_series_constrained,1692,1692,0
2,HIT,validation,0.25,0,standard,20,0,1160
2,HIT,validation,0.25,0,hit_series_constrained,360,0,1080
2,HIT,validation,0.25,50,standard,20,0,2320
2,HIT,validation,0.25,50,hit_series_constrained,360,0,1800
2,HIT,validation,0.5,0,standard,20,0,580
2,HIT,validation,0.5,0,hit_series_constrained,360,0,360
2,HIT,validation,0.5,50,standard,20,0,1140
2,HIT,validation,0.5,50,hit_series_constrained,360,0,720
2,HIT,validation,1.0,0,standard,20,0,280
2,HIT,validation,1.0,0,hit_series_constrained,360,360,0
2,HIT,validation,1.0,50,standard,20,0,560
2,HIT,validation,1.0,50,hit_series_constrained,360,360,0
2,HIT,validation,2.0,0,standard,20,0,140
2,HIT,validation,2.0,0,hit_series_constrained,360,360,0
2,HIT,validation,2.0,50,standard,20,0,260
2,HIT,validation,2.0,50,hit_series_constrained,360,360,0
2,HIT,test,0.25,0,standard,20,0,1160
2,HIT,test,0.25,0,hit_series_constrained,360,0,1080
2,HIT,test,0.25,50,standard,20,0,2320
2,HIT,test,0.25,50,hit_series_constrained,360,0,1800
2,HIT,test,0.5,0,standard,20,0,580
2,HIT,test,0.5,0,hit_series_constrained,360,0,360
2,HIT,test,0.5,50,standard,20,0,1140
2,HIT,test,0.5,50,hit_series_constrained,360,0,720
2,HIT,test,1.0,0,standard,20,0,280
2,HIT,test,1.0,0,hit_series_constrained,360,360,0
2,HIT,test,1.0,50,standard,20,0,560
2,HIT,test,1.0,50,hit_series_constrained,360,360,0
2,HIT,test,2.0,0,standard,20,0,140
2,HIT,test,2.0,0,hit_series_constrained,360,360,0
2,HIT,test,2.0,50,standard,20,0,260
2,HIT,test,2.0,50,hit_series_constrained,360,360,0
2,MAFAULDA,train,0.25,0,standard,1114,0,22280
2,MAFAULDA,train,0.25,50,standard,1114,0,43446
2,MAFAULDA,train,0.5,0,standard,1114,0,11140
2,MAFAULDA,train,0.5,50,standard,1114,0,21166
2,MAFAULDA,train,1.0,0,standard,1114,0,5570
2,MAFAULDA,train,1.0,50,standard,1114,0,10026
2,MAFAULDA,train,2.0,0,standard,1114,0,2228
2,MAFAULDA,train,2.0,50,standard,1114,0,4456
2,MAFAULDA,validation,0.25,0,standard,441,0,8820
2,MAFAULDA,validation,0.25,50,standard,441,0,17199
2,MAFAULDA,validation,0.5,0,standard,441,0,4410
2,MAFAULDA,validation,0.5,50,standard,441,0,8379
2,MAFAULDA,validation,1.0,0,standard,441,0,2205
2,MAFAULDA,validation,1.0,50,standard,441,0,3969
2,MAFAULDA,validation,2.0,0,standard,441,0,882
2,MAFAULDA,validation,2.0,50,standard,441,0,1764
2,MAFAULDA,test,0.25,0,standard,396,0,7920
2,MAFAULDA,test,0.25,50,standard,396,0,15444
2,MAFAULDA,test,0.5,0,standard,396,0,3960
2,MAFAULDA,test,0.5,50,standard,396,0,7524
2,MAFAULDA,test,1.0,0,standard,396,0,1980
2,MAFAULDA,test,1.0,50,standard,396,0,3564
2,MAFAULDA,test,2.0,0,standard,396,0,792
2,MAFAULDA,test,2.0,50,standard,396,0,1584
3,CWRU,train,0.25,0,standard,12,0,420
3,CWRU,train,0.25,50,standard,12,0,835
3,CWRU,train,0.5,0,standard,12,0,210
3,CWRU,train,0.5,50,standard,12,0,408
3,CWRU,train,1.0,0,standard,12,0,105
3,CWRU,train,1.0,50,standard,12,0,198
3,CWRU,train,2.0,0,standard,12,0,51
3,CWRU,train,2.0,50,standard,12,0,93
3,CWRU,validation,0.25,0,standard,20,0,680
3,CWRU,validation,0.25,50,standard,20,0,1356
3,CWRU,validation,0.5,0,standard,20,0,340
3,CWRU,validation,0.5,50,standard,20,0,660
3,CWRU,validation,1.0,0,standard,20,0,169
3,CWRU,validation,1.0,50,standard,20,0,320
3,CWRU,validation,2.0,0,standard,20,0,83
3,CWRU,validation,2.0,50,standard,20,0,149
3,CWRU,test,0.25,0,standard,20,0,656
3,CWRU,test,0.25,50,standard,20,0,1302
3,CWRU,test,0.5,0,standard,20,0,327
3,CWRU,test,0.5,50,standard,20,0,636
3,CWRU,test,1.0,0,standard,20,0,162
3,CWRU,test,1.0,50,standard,20,0,307
3,CWRU,test,2.0,0,standard,20,1,79
3,CWRU,test,2.0,50,standard,20,1,142
3,JNU,train,0.25,0,standard,36,0,396
3,JNU,train,0.25,50,standard,36,0,768
3,JNU,train,0.5,0,standard,36,0,180
3,JNU,train,0.5,50,standard,36,0,336
3,JNU,train,1.0,0,standard,36,0,72
3,JNU,train,1.0,50,standard,36,0,120
3,JNU,train,2.0,0,standard,36,27,18
3,JNU,train,2.0,50,standard,36,27,30
3,JNU,validation,0.25,0,standard,12,0,132
3,JNU,validation,0.25,50,standard,12,0,264
3,JNU,validation,0.5,0,standard,12,0,60
3,JNU,validation,0.5,50,standard,12,0,120
3,JNU,validation,1.0,0,standard,12,0,24
3,JNU,validation,1.0,50,standard,12,0,48
3,JNU,validation,2.0,0,standard,12,9,6
3,JNU,validation,2.0,50,standard,12,9,12
3,JNU,test,0.25,0,standard,12,0,132
3,JNU,test,0.25,50,standard,12,0,252
3,JNU,test,0.5,0,standard,12,0,60
3,JNU,test,0.5,50,standard,12,0,108
3,JNU,test,1.0,0,standard,12,0,24
3,JNU,test,1.0,50,standard,12,0,36
3,JNU,test,2.0,0,standard,12,9,6
3,JNU,test,2.0,50,standard,12,9,9
3,HIT,train,0.25,0,standard,94,0,5452
3,HIT,train,0.25,0,hit_series_constrained,1692,0,5076
3,HIT,train,0.25,50,standard,94,0,10904
3,HIT,train,0.25,50,hit_series_constrained,1692,0,8460
3,HIT,train,0.5,0,standard,94,0,2726
3,HIT,train,0.5,0,hit_series_constrained,1692,0,1692
3,HIT,train,0.5,50,standard,94,0,5358
3,HIT,train,0.5,50,hit_series_constrained,1692,0,3384
3,HIT,train,1.0,0,standard,94,0,1316
3,HIT,train,1.0,0,hit_series_constrained,1692,1692,0
3,HIT,train,1.0,50,standard,94,0,2632
3,HIT,train,1.0,50,hit_series_constrained,1692,1692,0
3,HIT,train,2.0,0,standard,94,0,658
3,HIT,train,2.0,0,hit_series_constrained,1692,1692,0
3,HIT,train,2.0,50,standard,94,0,1222
3,HIT,train,2.0,50,hit_series_constrained,1692,1692,0
3,HIT,validation,0.25,0,standard,20,0,1160
3,HIT,validation,0.25,0,hit_series_constrained,360,0,1080
3,HIT,validation,0.25,50,standard,20,0,2320
3,HIT,validation,0.25,50,hit_series_constrained,360,0,1800
3,HIT,validation,0.5,0,standard,20,0,580
3,HIT,validation,0.5,0,hit_series_constrained,360,0,360
3,HIT,validation,0.5,50,standard,20,0,1140
3,HIT,validation,0.5,50,hit_series_constrained,360,0,720
3,HIT,validation,1.0,0,standard,20,0,280
3,HIT,validation,1.0,0,hit_series_constrained,360,360,0
3,HIT,validation,1.0,50,standard,20,0,560
3,HIT,validation,1.0,50,hit_series_constrained,360,360,0
3,HIT,validation,2.0,0,standard,20,0,140
3,HIT,validation,2.0,0,hit_series_constrained,360,360,0
3,HIT,validation,2.0,50,standard,20,0,260
3,HIT,validation,2.0,50,hit_series_constrained,360,360,0
3,HIT,test,0.25,0,standard,20,0,1160
3,HIT,test,0.25,0,hit_series_constrained,360,0,1080
3,HIT,test,0.25,50,standard,20,0,2320
3,HIT,test,0.25,50,hit_series_constrained,360,0,1800
3,HIT,test,0.5,0,standard,20,0,580
3,HIT,test,0.5,0,hit_series_constrained,360,0,360
3,HIT,test,0.5,50,standard,20,0,1140
3,HIT,test,0.5,50,hit_series_constrained,360,0,720
3,HIT,test,1.0,0,standard,20,0,280
3,HIT,test,1.0,0,hit_series_constrained,360,360,0
3,HIT,test,1.0,50,standard,20,0,560
3,HIT,test,1.0,50,hit_series_constrained,360,360,0
3,HIT,test,2.0,0,standard,20,0,140
3,HIT,test,2.0,0,hit_series_constrained,360,360,0
3,HIT,test,2.0,50,standard,20,0,260
3,HIT,test,2.0,50,hit_series_constrained,360,360,0
3,MAFAULDA,train,0.25,0,standard,1100,0,22000
3,MAFAULDA,train,0.25,50,standard,1100,0,42900
3,MAFAULDA,train,0.5,0,standard,1100,0,11000
3,MAFAULDA,train,0.5,50,standard,1100,0,20900
3,MAFAULDA,train,1.0,0,standard,1100,0,5500
3,MAFAULDA,train,1.0,50,standard,1100,0,9900
3,MAFAULDA,train,2.0,0,standard,1100,0,2200
3,MAFAULDA,train,2.0,50,standard,1100,0,4400
3,MAFAULDA,validation,0.25,0,standard,445,0,8900
3,MAFAULDA,validation,0.25,50,standard,445,0,17355
3,MAFAULDA,validation,0.5,0,standard,445,0,4450
3,MAFAULDA,validation,0.5,50,standard,445,0,8455
3,MAFAULDA,validation,1.0,0,standard,445,0,2225
3,MAFAULDA,validation,1.0,50,standard,445,0,4005
3,MAFAULDA,validation,2.0,0,standard,445,0,890
3,MAFAULDA,validation,2.0,50,standard,445,0,1780
3,MAFAULDA,test,0.25,0,standard,406,0,8120
3,MAFAULDA,test,0.25,50,standard,406,0,15834
3,MAFAULDA,test,0.5,0,standard,406,0,4060
3,MAFAULDA,test,0.5,50,standard,406,0,7714
3,MAFAULDA,test,1.0,0,standard,406,0,2030
3,MAFAULDA,test,1.0,50,standard,406,0,3654
3,MAFAULDA,test,2.0,0,standard,406,0,812
3,MAFAULDA,test,2.0,50,standard,406,0,1624
