fold,seed,dataset,window_id,class,group_id,class_rank,n_class,frac_5,frac_10,frac_25,frac_50,frac_100,parent_train_manifest_sha256
3,2026,CWRU,f3:CWRU:cwru_X125:DE:train:408000-456000,ball,cwru48k_B007,44,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X123:DE:train:432000-480000,ball,cwru48k_B007,45,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X123:DE:train:312000-360000,ball,cwru48k_B007,46,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X124:DE:train:384000-432000,ball,cwru48k_B007,47,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X122:DE:train:96000-144000,ball,cwru48k_B007,48,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X125:DE:train:312000-360000,ball,cwru48k_B007,49,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X122:DE:train:48000-96000,ball,cwru48k_B007,50,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X125:DE:train:360000-408000,ball,cwru48k_B007,51,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X125:DE:train:72000-120000,ball,cwru48k_B007,52,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X125:DE:train:216000-264000,ball,cwru48k_B007,53,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X125:DE:train:168000-216000,ball,cwru48k_B007,54,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X125:DE:train:336000-384000,ball,cwru48k_B007,55,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X123:DE:train:96000-144000,ball,cwru48k_B007,56,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X123:DE:train:360000-408000,ball,cwru48k_B007,57,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X122:DE:train:144000-192000,ball,cwru48k_B007,58,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X124:DE:train:216000-264000,ball,cwru48k_B007,59,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X123:DE:train:48000-96000,ball,cwru48k_B007,60,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X124:DE:train:312000-360000,ball,cwru48k_B007,61,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X125:DE:train:48000-96000,ball,cwru48k_B007,62,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X124:DE:train:192000-240000,ball,cwru48k_B007,63,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X124:DE:train:336000-384000,ball,cwru48k_B007,64,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X123:DE:train:144000-192000,ball,cwru48k_B007,65,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X214:DE:train:144000-192000,inner_race,cwru48k_IR021,0,66,True,True,True,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X215:DE:train:288000-336000,inner_race,cwru48k_IR021,1,66,True,True,True,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X214:DE:train:0-48000,inner_race,cwru48k_IR021,2,66,True,True,True,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X215:DE:train:216000-264000,inner_race,cwru48k_IR021,3,66,True,True,True,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X215:DE:train:144000-192000,inner_race,cwru48k_IR021,4,66,False,True,True,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X217:DE:train:264000-312000,inner_race,cwru48k_IR021,5,66,False,True,True,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X214:DE:train:72000-120000,inner_race,cwru48k_IR021,6,66,False,True,True,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X217:DE:train:0-48000,inner_race,cwru48k_IR021,7,66,False,False,True,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X214:DE:train:48000-96000,inner_race,cwru48k_IR021,8,66,False,False,True,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X213:DE:train:48000-96000,inner_race,cwru48k_IR021,9,66,False,False,True,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X217:DE:train:432000-480000,inner_race,cwru48k_IR021,10,66,False,False,True,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X215:DE:train:192000-240000,inner_race,cwru48k_IR021,11,66,False,False,True,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X214:DE:train:360000-408000,inner_race,cwru48k_IR021,12,66,False,False,True,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X214:DE:train:288000-336000,inner_race,cwru48k_IR021,13,66,False,False,True,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X215:DE:train:384000-432000,inner_race,cwru48k_IR021,14,66,False,False,True,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X215:DE:train:0-48000,inner_race,cwru48k_IR021,15,66,False,False,True,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X215:DE:train:120000-168000,inner_race,cwru48k_IR021,16,66,False,False,True,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X214:DE:train:216000-264000,inner_race,cwru48k_IR021,17,66,False,False,False,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X217:DE:train:312000-360000,inner_race,cwru48k_IR021,18,66,False,False,False,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X215:DE:train:72000-120000,inner_race,cwru48k_IR021,19,66,False,False,False,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X217:DE:train:336000-384000,inner_race,cwru48k_IR021,20,66,False,False,False,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X215:DE:train:312000-360000,inner_race,cwru48k_IR021,21,66,False,False,False,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X217:DE:train:48000-96000,inner_race,cwru48k_IR021,22,66,False,False,False,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X215:DE:train:360000-408000,inner_race,cwru48k_IR021,23,66,False,False,False,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X217:DE:train:120000-168000,inner_race,cwru48k_IR021,24,66,False,False,False,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X217:DE:train:240000-288000,inner_race,cwru48k_IR021,25,66,False,False,False,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X213:DE:train:168000-216000,inner_race,cwru48k_IR021,26,66,False,False,False,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X214:DE:train:168000-216000,inner_race,cwru48k_IR021,27,66,False,False,False,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X214:DE:train:264000-312000,inner_race,cwru48k_IR021,28,66,False,False,False,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X217:DE:train:216000-264000,inner_race,cwru48k_IR021,29,66,False,False,False,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X217:DE:train:144000-192000,inner_race,cwru48k_IR021,30,66,False,False,False,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X215:DE:train:264000-312000,inner_race,cwru48k_IR021,31,66,False,False,False,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X215:DE:train:168000-216000,inner_race,cwru48k_IR021,32,66,False,False,False,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X217:DE:train:288000-336000,inner_race,cwru48k_IR021,33,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X217:DE:train:24000-72000,inner_race,cwru48k_IR021,34,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X214:DE:train:312000-360000,inner_race,cwru48k_IR021,35,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X215:DE:train:408000-456000,inner_race,cwru48k_IR021,36,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X215:DE:train:96000-144000,inner_race,cwru48k_IR021,37,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X214:DE:train:240000-288000,inner_race,cwru48k_IR021,38,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X217:DE:train:168000-216000,inner_race,cwru48k_IR021,39,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X217:DE:train:96000-144000,inner_race,cwru48k_IR021,40,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X214:DE:train:432000-480000,inner_race,cwru48k_IR021,41,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X215:DE:train:336000-384000,inner_race,cwru48k_IR021,42,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X214:DE:train:336000-384000,inner_race,cwru48k_IR021,43,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X217:DE:train:408000-456000,inner_race,cwru48k_IR021,44,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X214:DE:train:96000-144000,inner_race,cwru48k_IR021,45,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X213:DE:train:144000-192000,inner_race,cwru48k_IR021,46,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X213:DE:train:24000-72000,inner_race,cwru48k_IR021,47,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X215:DE:train:432000-480000,inner_race,cwru48k_IR021,48,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X213:DE:train:72000-120000,inner_race,cwru48k_IR021,49,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X213:DE:train:192000-240000,inner_race,cwru48k_IR021,50,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X214:DE:train:120000-168000,inner_race,cwru48k_IR021,51,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X214:DE:train:408000-456000,inner_race,cwru48k_IR021,52,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X217:DE:train:192000-240000,inner_race,cwru48k_IR021,53,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X214:DE:train:24000-72000,inner_race,cwru48k_IR021,54,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X217:DE:train:72000-120000,inner_race,cwru48k_IR021,55,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X213:DE:train:96000-144000,inner_race,cwru48k_IR021,56,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X215:DE:train:48000-96000,inner_race,cwru48k_IR021,57,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X217:DE:train:360000-408000,inner_race,cwru48k_IR021,58,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X215:DE:train:24000-72000,inner_race,cwru48k_IR021,59,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X213:DE:train:120000-168000,inner_race,cwru48k_IR021,60,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X214:DE:train:384000-432000,inner_race,cwru48k_IR021,61,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X213:DE:train:0-48000,inner_race,cwru48k_IR021,62,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X214:DE:train:192000-240000,inner_race,cwru48k_IR021,63,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X215:DE:train:240000-288000,inner_race,cwru48k_IR021,64,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X217:DE:train:384000-432000,inner_race,cwru48k_IR021,65,66,False,False,False,False,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X203:DE:train:384000-432000,outer_race,cwru48k_OR014,0,66,True,True,True,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X204:DE:train:408000-456000,outer_race,cwru48k_OR014,1,66,True,True,True,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
3,2026,CWRU,f3:CWRU:cwru_X202:DE:train:264000-312000,outer_race,cwru48k_OR014,2,66,True,True,True,True,True,f776a61f65145884a6b2f3150074d2ce83c2eeade947aa74c31de15812330faf
