window_id,dataset,class,rpm,sampling_rate_hz,n_fft,hop_ratio,transform,spectral_entropy_norm,grad_energy_freq,grad_energy_time,mean_resolvable_peaks_per_frame,mean_peak_neighbour_contrast,l1_l2_concentration
f1:CWRU:cwru_X192:DE:train:216000-264000,CWRU,B014,1725.0,48000,4096,0.5,log1p,0.8773,0.1688,0.2147,172.86,0.3678,0.5139
f1:CWRU:cwru_X238:DE:train:96000-144000,CWRU,OR021@6,1796.0,48000,256,0.25,log1p,0.7746,0.1711,0.1714,10.55,0.4121,0.4892
f1:CWRU:cwru_X238:DE:train:96000-144000,CWRU,OR021@6,1796.0,48000,256,0.5,log1p,0.7746,0.1709,0.2538,10.55,0.4122,0.4893
f1:CWRU:cwru_X238:DE:train:96000-144000,CWRU,OR021@6,1796.0,48000,512,0.25,log1p,0.8169,0.1522,0.194,19.94,0.3463,0.5075
f1:CWRU:cwru_X238:DE:train:96000-144000,CWRU,OR021@6,1796.0,48000,512,0.5,log1p,0.8167,0.1517,0.2785,19.88,0.3439,0.5073
f1:CWRU:cwru_X238:DE:train:96000-144000,CWRU,OR021@6,1796.0,48000,1024,0.25,log1p,0.8525,0.1407,0.2073,44.16,0.2841,0.5341
f1:CWRU:cwru_X238:DE:train:96000-144000,CWRU,OR021@6,1796.0,48000,1024,0.5,log1p,0.8521,0.1395,0.3086,44.01,0.2833,0.5331
f1:CWRU:cwru_X238:DE:train:96000-144000,CWRU,OR021@6,1796.0,48000,2048,0.25,log1p,0.8833,0.1335,0.2048,86.98,0.3627,0.5692
f1:CWRU:cwru_X238:DE:train:96000-144000,CWRU,OR021@6,1796.0,48000,2048,0.5,log1p,0.8829,0.1289,0.2765,84.04,0.3647,0.5686
f1:CWRU:cwru_X238:DE:train:96000-144000,CWRU,OR021@6,1796.0,48000,4096,0.25,log1p,0.9064,0.1582,0.1789,211.67,0.3228,0.6033
f1:CWRU:cwru_X238:DE:train:96000-144000,CWRU,OR021@6,1796.0,48000,4096,0.5,log1p,0.9056,0.1606,0.223,213.5,0.3298,0.6011
f1:CWRU:cwru_X240:DE:train:216000-264000,CWRU,OR021@6,1747.0,48000,256,0.25,log1p,0.7753,0.1789,0.1725,10.66,0.4305,0.4892
f1:CWRU:cwru_X240:DE:train:216000-264000,CWRU,OR021@6,1747.0,48000,256,0.5,log1p,0.7755,0.1789,0.2586,10.55,0.4372,0.4891
f1:CWRU:cwru_X240:DE:train:216000-264000,CWRU,OR021@6,1747.0,48000,512,0.25,log1p,0.8162,0.153,0.1987,20.42,0.3427,0.5059
f1:CWRU:cwru_X240:DE:train:216000-264000,CWRU,OR021@6,1747.0,48000,512,0.5,log1p,0.8162,0.1528,0.2887,20.47,0.3456,0.5061
f1:CWRU:cwru_X240:DE:train:216000-264000,CWRU,OR021@6,1747.0,48000,1024,0.25,log1p,0.8522,0.1398,0.2108,45.24,0.2713,0.5334
f1:CWRU:cwru_X240:DE:train:216000-264000,CWRU,OR021@6,1747.0,48000,1024,0.5,log1p,0.8525,0.1402,0.3181,45.64,0.2683,0.534
f1:CWRU:cwru_X240:DE:train:216000-264000,CWRU,OR021@6,1747.0,48000,2048,0.25,log1p,0.884,0.1341,0.2185,88.48,0.3501,0.5715
f1:CWRU:cwru_X240:DE:train:216000-264000,CWRU,OR021@6,1747.0,48000,2048,0.5,log1p,0.8836,0.1341,0.2843,85.56,0.3719,0.5701
f1:CWRU:cwru_X240:DE:train:216000-264000,CWRU,OR021@6,1747.0,48000,4096,0.25,log1p,0.9084,0.156,0.1895,213.14,0.3175,0.6103
f1:CWRU:cwru_X240:DE:train:216000-264000,CWRU,OR021@6,1747.0,48000,4096,0.5,log1p,0.9074,0.1597,0.248,217.0,0.3184,0.6064
f1:CWRU:cwru_X241:DE:train:216000-264000,CWRU,OR021@6,1719.0,48000,256,0.25,log1p,0.7729,0.1827,0.1677,10.78,0.4461,0.4884
f1:CWRU:cwru_X241:DE:train:216000-264000,CWRU,OR021@6,1719.0,48000,256,0.5,log1p,0.7729,0.1828,0.2508,10.75,0.4478,0.4885
f1:CWRU:cwru_X241:DE:train:216000-264000,CWRU,OR021@6,1719.0,48000,512,0.25,log1p,0.8143,0.1557,0.1958,20.3,0.3542,0.5041
f1:CWRU:cwru_X241:DE:train:216000-264000,CWRU,OR021@6,1719.0,48000,512,0.5,log1p,0.8142,0.1552,0.2801,20.15,0.3543,0.5041
f1:CWRU:cwru_X241:DE:train:216000-264000,CWRU,OR021@6,1719.0,48000,1024,0.25,log1p,0.8504,0.1417,0.2064,44.72,0.2807,0.5306
f1:CWRU:cwru_X241:DE:train:216000-264000,CWRU,OR021@6,1719.0,48000,1024,0.5,log1p,0.8502,0.1433,0.3118,45.2,0.2784,0.5301
f1:CWRU:cwru_X241:DE:train:216000-264000,CWRU,OR021@6,1719.0,48000,2048,0.25,log1p,0.8812,0.1361,0.2101,89.08,0.3575,0.5656
f1:CWRU:cwru_X241:DE:train:216000-264000,CWRU,OR021@6,1719.0,48000,2048,0.5,log1p,0.8816,0.1363,0.2636,90.33,0.357,0.5665
f1:CWRU:cwru_X241:DE:train:216000-264000,CWRU,OR021@6,1719.0,48000,4096,0.25,log1p,0.9049,0.1549,0.179,215.93,0.3087,0.6004
f1:CWRU:cwru_X241:DE:train:216000-264000,CWRU,OR021@6,1719.0,48000,4096,0.5,log1p,0.905,0.1533,0.2228,214.68,0.3081,0.6014
f1:CWRU:cwru_X250:DE:train:48000-96000,CWRU,OR021@3,1796.0,48000,256,0.25,log1p,0.7759,0.1722,0.1516,11.31,0.3353,0.4939
f1:CWRU:cwru_X250:DE:train:48000-96000,CWRU,OR021@3,1796.0,48000,256,0.5,log1p,0.7759,0.173,0.2095,11.33,0.3336,0.4938
f1:CWRU:cwru_X250:DE:train:48000-96000,CWRU,OR021@3,1796.0,48000,512,0.25,log1p,0.8174,0.1692,0.1761,19.28,0.4724,0.5103
f1:CWRU:cwru_X250:DE:train:48000-96000,CWRU,OR021@3,1796.0,48000,512,0.5,log1p,0.8174,0.1698,0.2419,19.28,0.4717,0.5101
f1:CWRU:cwru_X250:DE:train:48000-96000,CWRU,OR021@3,1796.0,48000,1024,0.25,log1p,0.8516,0.1554,0.185,40.03,0.3592,0.5338
f1:CWRU:cwru_X250:DE:train:48000-96000,CWRU,OR021@3,1796.0,48000,1024,0.5,log1p,0.8515,0.1556,0.2527,40.21,0.3627,0.5335
f1:CWRU:cwru_X250:DE:train:48000-96000,CWRU,OR021@3,1796.0,48000,2048,0.25,log1p,0.8796,0.15,0.1772,79.12,0.3855,0.5611
f1:CWRU:cwru_X250:DE:train:48000-96000,CWRU,OR021@3,1796.0,48000,2048,0.5,log1p,0.8797,0.1476,0.2206,77.87,0.385,0.5614
f1:CWRU:cwru_X250:DE:train:48000-96000,CWRU,OR021@3,1796.0,48000,4096,0.25,log1p,0.9014,0.1663,0.1665,165.63,0.4382,0.5879
f1:CWRU:cwru_X250:DE:train:48000-96000,CWRU,OR021@3,1796.0,48000,4096,0.5,log1p,0.9012,0.1676,0.2068,166.41,0.4398,0.5874
f1:CWRU:cwru_X252:DE:train:216000-264000,CWRU,OR021@3,1746.0,48000,256,0.25,log1p,0.795,0.1725,0.1592,10.53,0.4058,0.5183
f1:CWRU:cwru_X252:DE:train:216000-264000,CWRU,OR021@3,1746.0,48000,256,0.5,log1p,0.7949,0.1729,0.2201,10.51,0.4066,0.5182
f1:CWRU:cwru_X252:DE:train:216000-264000,CWRU,OR021@3,1746.0,48000,512,0.25,log1p,0.8351,0.1685,0.1826,18.83,0.514,0.5382
f1:CWRU:cwru_X252:DE:train:216000-264000,CWRU,OR021@3,1746.0,48000,512,0.5,log1p,0.8349,0.1686,0.2491,18.92,0.5101,0.5381
f1:CWRU:cwru_X252:DE:train:216000-264000,CWRU,OR021@3,1746.0,48000,1024,0.25,log1p,0.8705,0.1611,0.1956,37.29,0.4418,0.5676
f1:CWRU:cwru_X252:DE:train:216000-264000,CWRU,OR021@3,1746.0,48000,1024,0.5,log1p,0.8707,0.1603,0.2645,36.93,0.4409,0.5683
f1:CWRU:cwru_X252:DE:train:216000-264000,CWRU,OR021@3,1746.0,48000,2048,0.25,log1p,0.8975,0.1631,0.1917,72.43,0.4595,0.5983
f1:CWRU:cwru_X252:DE:train:216000-264000,CWRU,OR021@3,1746.0,48000,2048,0.5,log1p,0.8975,0.1718,0.2327,76.36,0.4437,0.5981
f1:CWRU:cwru_X252:DE:train:216000-264000,CWRU,OR021@3,1746.0,48000,4096,0.25,log1p,0.9177,0.1756,0.1847,142.74,0.5071,0.6284
f1:CWRU:cwru_X252:DE:train:216000-264000,CWRU,OR021@3,1746.0,48000,4096,0.5,log1p,0.9169,0.1837,0.2409,148.05,0.4992,0.626
f1:CWRU:cwru_X253:DE:train:216000-264000,CWRU,OR021@3,1719.0,48000,256,0.25,log1p,0.8031,0.1773,0.1642,10.58,0.4103,0.527
f1:CWRU:cwru_X253:DE:train:216000-264000,CWRU,OR021@3,1719.0,48000,256,0.5,log1p,0.8031,0.1773,0.2217,10.66,0.4069,0.5269
f1:CWRU:cwru_X253:DE:train:216000-264000,CWRU,OR021@3,1719.0,48000,512,0.25,log1p,0.8416,0.1724,0.1801,19.03,0.4943,0.547
f1:CWRU:cwru_X253:DE:train:216000-264000,CWRU,OR021@3,1719.0,48000,512,0.5,log1p,0.8415,0.1718,0.2416,18.88,0.4988,0.5469
f1:CWRU:cwru_X253:DE:train:216000-264000,CWRU,OR021@3,1719.0,48000,1024,0.25,log1p,0.8734,0.1683,0.19,37.9,0.4386,0.5729
f1:CWRU:cwru_X253:DE:train:216000-264000,CWRU,OR021@3,1719.0,48000,1024,0.5,log1p,0.8737,0.1672,0.253,37.68,0.4408,0.5734
f1:CWRU:cwru_X253:DE:train:216000-264000,CWRU,OR021@3,1719.0,48000,2048,0.25,log1p,0.8983,0.1695,0.186,73.08,0.4741,0.6003
f1:CWRU:cwru_X253:DE:train:216000-264000,CWRU,OR021@3,1719.0,48000,2048,0.5,log1p,0.8982,0.1717,0.2368,73.13,0.4726,0.6
f1:CWRU:cwru_X253:DE:train:216000-264000,CWRU,OR021@3,1719.0,48000,4096,0.25,log1p,0.9178,0.1806,0.1852,143.07,0.512,0.6285
f1:CWRU:cwru_X253:DE:train:216000-264000,CWRU,OR021@3,1719.0,48000,4096,0.5,log1p,0.9175,0.1863,0.2323,146.91,0.5003,0.6276
f1:CWRU:cwru_X262:DE:train:48000-96000,CWRU,OR021@12,1796.0,48000,256,0.25,log1p,0.7424,0.1727,0.1293,10.02,0.3288,0.4451
f1:CWRU:cwru_X262:DE:train:48000-96000,CWRU,OR021@12,1796.0,48000,256,0.5,log1p,0.7423,0.1727,0.1827,10.06,0.3268,0.4451
f1:CWRU:cwru_X262:DE:train:48000-96000,CWRU,OR021@12,1796.0,48000,512,0.25,log1p,0.7863,0.1579,0.1515,19.44,0.3337,0.455
f1:CWRU:cwru_X262:DE:train:48000-96000,CWRU,OR021@12,1796.0,48000,512,0.5,log1p,0.7861,0.1584,0.2179,19.55,0.3324,0.4546
f1:CWRU:cwru_X262:DE:train:48000-96000,CWRU,OR021@12,1796.0,48000,1024,0.25,log1p,0.8229,0.1396,0.1684,40.39,0.2787,0.473
f1:CWRU:cwru_X262:DE:train:48000-96000,CWRU,OR021@12,1796.0,48000,1024,0.5,log1p,0.8228,0.1392,0.2364,39.96,0.2815,0.4728
f1:CWRU:cwru_X262:DE:train:48000-96000,CWRU,OR021@12,1796.0,48000,2048,0.25,log1p,0.8526,0.1297,0.1708,84.46,0.2937,0.4958
f1:CWRU:cwru_X262:DE:train:48000-96000,CWRU,OR021@12,1796.0,48000,2048,0.5,log1p,0.8527,0.1281,0.2394,83.2,0.296,0.4957
f1:CWRU:cwru_X262:DE:train:48000-96000,CWRU,OR021@12,1796.0,48000,4096,0.25,log1p,0.8772,0.1373,0.1551,188.23,0.3252,0.5213
f1:CWRU:cwru_X262:DE:train:48000-96000,CWRU,OR021@12,1796.0,48000,4096,0.5,log1p,0.8774,0.1352,0.1858,186.18,0.3314,0.5219
f1:CWRU:cwru_X264:DE:train:216000-264000,CWRU,OR021@12,1746.0,48000,256,0.25,log1p,0.7502,0.176,0.1448,10.44,0.349,0.4541
f1:CWRU:cwru_X264:DE:train:216000-264000,CWRU,OR021@12,1746.0,48000,256,0.5,log1p,0.7503,0.1762,0.2012,10.49,0.3476,0.4542
f1:CWRU:cwru_X264:DE:train:216000-264000,CWRU,OR021@12,1746.0,48000,512,0.25,log1p,0.7893,0.1593,0.1598,20.36,0.3252,0.4611
f1:CWRU:cwru_X264:DE:train:216000-264000,CWRU,OR021@12,1746.0,48000,512,0.5,log1p,0.7891,0.1591,0.2247,20.59,0.3201,0.4609
f1:CWRU:cwru_X264:DE:train:216000-264000,CWRU,OR021@12,1746.0,48000,1024,0.25,log1p,0.823,0.1411,0.1672,41.21,0.2912,0.4751
f1:CWRU:cwru_X264:DE:train:216000-264000,CWRU,OR021@12,1746.0,48000,1024,0.5,log1p,0.8228,0.1418,0.2318,41.29,0.2929,0.4748
f1:CWRU:cwru_X264:DE:train:216000-264000,CWRU,OR021@12,1746.0,48000,2048,0.25,log1p,0.8513,0.1314,0.1653,85.94,0.2942,0.4939
f1:CWRU:cwru_X264:DE:train:216000-264000,CWRU,OR021@12,1746.0,48000,2048,0.5,log1p,0.8506,0.1409,0.2071,91.4,0.2848,0.4928
f1:CWRU:cwru_X264:DE:train:216000-264000,CWRU,OR021@12,1746.0,48000,4096,0.25,log1p,0.8751,0.1379,0.1557,181.09,0.3467,0.5155
f1:CWRU:cwru_X264:DE:train:216000-264000,CWRU,OR021@12,1746.0,48000,4096,0.5,log1p,0.8745,0.1338,0.1671,179.73,0.3387,0.5149
f1:CWRU:cwru_X265:DE:train:216000-264000,CWRU,OR021@12,1718.0,48000,256,0.25,log1p,0.7484,0.1786,0.1433,10.52,0.3558,0.4543
f1:CWRU:cwru_X265:DE:train:216000-264000,CWRU,OR021@12,1718.0,48000,256,0.5,log1p,0.7484,0.1791,0.1953,10.55,0.3548,0.4543
f1:CWRU:cwru_X265:DE:train:216000-264000,CWRU,OR021@12,1718.0,48000,512,0.25,log1p,0.7883,0.1632,0.1556,20.7,0.3333,0.4611
f1:CWRU:cwru_X265:DE:train:216000-264000,CWRU,OR021@12,1718.0,48000,512,0.5,log1p,0.7884,0.1629,0.2151,20.67,0.335,0.4614
f1:CWRU:cwru_X265:DE:train:216000-264000,CWRU,OR021@12,1718.0,48000,1024,0.25,log1p,0.8226,0.1466,0.1632,41.7,0.3025,0.4749
f1:CWRU:cwru_X265:DE:train:216000-264000,CWRU,OR021@12,1718.0,48000,1024,0.5,log1p,0.8227,0.146,0.2256,41.83,0.3033,0.4752
f1:CWRU:cwru_X265:DE:train:216000-264000,CWRU,OR021@12,1718.0,48000,2048,0.25,log1p,0.8505,0.1371,0.1626,86.18,0.3082,0.4922
f1:CWRU:cwru_X265:DE:train:216000-264000,CWRU,OR021@12,1718.0,48000,2048,0.5,log1p,0.8504,0.1387,0.2123,87.64,0.303,0.4922
f1:CWRU:cwru_X265:DE:train:216000-264000,CWRU,OR021@12,1718.0,48000,4096,0.25,log1p,0.8743,0.1409,0.1544,179.26,0.3635,0.5133
f1:CWRU:cwru_X265:DE:train:216000-264000,CWRU,OR021@12,1718.0,48000,4096,0.5,log1p,0.8747,0.1439,0.2052,181.68,0.3647,0.5143
f1:HIT:hit_data1_rec00:ch3:train:175000-200000,HIT,0,1000.0,25000,256,0.25,log1p,0.9448,0.4588,0.3884,6.74,0.6424,0.7938
f1:HIT:hit_data1_rec00:ch3:train:175000-200000,HIT,0,1000.0,25000,256,0.5,log1p,0.9446,0.4594,0.4886,6.78,0.6372,0.7935
f1:HIT:hit_data1_rec00:ch3:train:175000-200000,HIT,0,1000.0,25000,512,0.25,log1p,0.9571,0.461,0.4086,11.47,0.7089,0.8133
f1:HIT:hit_data1_rec00:ch3:train:175000-200000,HIT,0,1000.0,25000,512,0.5,log1p,0.957,0.4606,0.5121,11.5,0.7039,0.8134
f1:HIT:hit_data1_rec00:ch3:train:175000-200000,HIT,0,1000.0,25000,1024,0.25,log1p,0.9664,0.464,0.4231,21.15,0.7147,0.8339
f1:HIT:hit_data1_rec00:ch3:train:175000-200000,HIT,0,1000.0,25000,1024,0.5,log1p,0.9661,0.469,0.5343,21.06,0.7188,0.8332
f1:HIT:hit_data1_rec00:ch3:train:175000-200000,HIT,0,1000.0,25000,2048,0.25,log1p,0.9737,0.4664,0.4363,37.76,0.7365,0.8536
f1:HIT:hit_data1_rec00:ch3:train:175000-200000,HIT,0,1000.0,25000,2048,0.5,log1p,0.9737,0.4669,0.5386,37.65,0.742,0.8537
f1:HIT:hit_data1_rec00:ch3:train:175000-200000,HIT,0,1000.0,25000,4096,0.25,log1p,0.9794,0.4768,0.4466,67.43,0.7872,0.8719
f1:HIT:hit_data1_rec00:ch3:train:175000-200000,HIT,0,1000.0,25000,4096,0.5,log1p,0.9793,0.4772,0.5528,66.0,0.7835,0.8717
f1:HIT:hit_data1_rec25:ch3:train:175000-200000,HIT,0,3000.0,25000,256,0.25,log1p,0.9511,0.4778,0.4382,6.45,0.5879,0.8099
f1:HIT:hit_data1_rec25:ch3:train:175000-200000,HIT,0,3000.0,25000,256,0.5,log1p,0.9506,0.4762,0.5463,6.56,0.5942,0.8091
f1:HIT:hit_data1_rec25:ch3:train:175000-200000,HIT,0,3000.0,25000,512,0.25,log1p,0.9614,0.477,0.4424,11.92,0.6621,0.8269
f1:HIT:hit_data1_rec25:ch3:train:175000-200000,HIT,0,3000.0,25000,512,0.5,log1p,0.9614,0.4738,0.5509,11.9,0.6571,0.8268
f1:HIT:hit_data1_rec25:ch3:train:175000-200000,HIT,0,3000.0,25000,1024,0.25,log1p,0.9695,0.4764,0.4497,21.73,0.6969,0.8453
