window_id,dataset,class,group_id,rpm,load,severity,recording_id,native_sampling_rate_hz,temporal_block_id,reason
f1:HIT:hit_data1_rec00:ch3:train:175000-200000,HIT,0,hit_data1_rec00,1000.0,,,hit_data1_rec00,25000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:HIT:hit_data1_rec25:ch3:train:175000-200000,HIT,0,hit_data1_rec25,3000.0,,,hit_data1_rec25,25000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:HIT:hit_data2_rec24:ch3:train:175000-200000,HIT,0,hit_data2_rec24,3000.0,,,hit_data2_rec24,25000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:HIT:hit_data3_rec00:ch3:train:175000-200000,HIT,1,hit_data3_rec00,1000.0,,"depth 0.5 mm, length 0.5 mm",hit_data3_rec00,25000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:HIT:hit_data4_rec00:ch3:train:175000-200000,HIT,1,hit_data4_rec00,1000.0,,"depth 0.5 mm, length 1.0 mm",hit_data4_rec00,25000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:HIT:hit_data4_rec27:ch3:train:175000-200000,HIT,1,hit_data4_rec27,3000.0,,"depth 0.5 mm, length 1.0 mm",hit_data4_rec27,25000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:HIT:hit_data5_rec00:ch3:train:175000-200000,HIT,2,hit_data5_rec00,1000.0,,"depth 0.5 mm, length 0.5 mm",hit_data5_rec00,25000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:HIT:hit_data5_rec14:ch3:train:175000-200000,HIT,2,hit_data5_rec14,4400.0,,"depth 0.5 mm, length 0.5 mm",hit_data5_rec14,25000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:HIT:hit_data5_rec23:ch3:train:175000-200000,HIT,2,hit_data5_rec23,3000.0,,"depth 0.5 mm, length 0.5 mm",hit_data5_rec23,25000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:JNU:jnu_ib1000_2:B:acc_vertical:train:125100-175100,JNU,ib,jnu_ib1000_2,1000.0,,0.3mm x 0.05mm wire-cut dent,jnu_ib1000_2,50000,B,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:JNU:jnu_ib600_2:B:acc_vertical:train:125100-175100,JNU,ib,jnu_ib600_2,600.0,,0.3mm x 0.05mm wire-cut dent,jnu_ib600_2,50000,B,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:JNU:jnu_ib800_2:B:acc_vertical:train:125100-175100,JNU,ib,jnu_ib800_2,800.0,,0.3mm x 0.05mm wire-cut dent,jnu_ib800_2,50000,B,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:JNU:jnu_n1000_3_2:B:acc_vertical:train:425300-475300,JNU,n,jnu_n1000_3_2,1000.0,,,jnu_n1000_3_2,50000,B,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:JNU:jnu_n600_3_2:B:acc_vertical:train:425300-475300,JNU,n,jnu_n600_3_2,600.0,,,jnu_n600_3_2,50000,B,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:JNU:jnu_n800_3_2:B:acc_vertical:train:425300-475300,JNU,n,jnu_n800_3_2,800.0,,,jnu_n800_3_2,50000,B,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:JNU:jnu_ob1000_2:B:acc_vertical:train:125100-175100,JNU,ob,jnu_ob1000_2,1000.0,,0.3mm x 0.05mm wire-cut dent,jnu_ob1000_2,50000,B,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:JNU:jnu_ob600_2:B:acc_vertical:train:125100-175100,JNU,ob,jnu_ob600_2,600.0,,0.3mm x 0.05mm wire-cut dent,jnu_ob600_2,50000,B,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:JNU:jnu_ob800_2:B:acc_vertical:train:125100-175100,JNU,ob,jnu_ob800_2,800.0,,0.3mm x 0.05mm wire-cut dent,jnu_ob800_2,50000,B,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:JNU:jnu_tb1000_2:B:acc_vertical:train:125100-175100,JNU,tb,jnu_tb1000_2,1000.0,,0.3mm x 0.05mm wire-cut dent,jnu_tb1000_2,50000,B,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:JNU:jnu_tb600_2:B:acc_vertical:train:125100-175100,JNU,tb,jnu_tb600_2,600.0,,0.3mm x 0.05mm wire-cut dent,jnu_tb600_2,50000,B,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:JNU:jnu_tb800_2:B:acc_vertical:train:125100-175100,JNU,tb,jnu_tb800_2,800.0,,0.3mm x 0.05mm wire-cut dent,jnu_tb800_2,50000,B,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_horizontal-misalignment_0.5mm_12.288:col3_underhang_radial:train:100000-150000,MAFAULDA,horizontal-misalignment,mafaulda_horizontal-misalignment_0.5mm,737.28,,0.5mm,mafaulda_horizontal-misalignment_0.5mm_12.288,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_horizontal-misalignment_0.5mm_62.0544:col3_underhang_radial:train:100000-150000,MAFAULDA,horizontal-misalignment,mafaulda_horizontal-misalignment_0.5mm,3723.264,,0.5mm,mafaulda_horizontal-misalignment_0.5mm_62.0544,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_horizontal-misalignment_1.5mm_61.44:col3_underhang_radial:train:100000-150000,MAFAULDA,horizontal-misalignment,mafaulda_horizontal-misalignment_1.5mm,3686.4,,1.5mm,mafaulda_horizontal-misalignment_1.5mm_61.44,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_imbalance_15g_13.312:col3_underhang_radial:train:100000-150000,MAFAULDA,imbalance,mafaulda_imbalance_15g,798.7199999999999,15g,15g,mafaulda_imbalance_15g_13.312,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_imbalance_30g_34.816:col3_underhang_radial:train:100000-150000,MAFAULDA,imbalance,mafaulda_imbalance_30g,2088.96,30g,30g,mafaulda_imbalance_30g_34.816,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_imbalance_6g_62.0544:col3_underhang_radial:train:100000-150000,MAFAULDA,imbalance,mafaulda_imbalance_6g,3723.264,6g,6g,mafaulda_imbalance_6g_62.0544,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_normal_13.1072:col3_underhang_radial:train:100000-150000,MAFAULDA,normal,mafaulda_normal_13.1072,786.432,,,mafaulda_normal_13.1072,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_normal_36.4544:col3_underhang_radial:train:100000-150000,MAFAULDA,normal,mafaulda_normal_36.4544,2187.264,,,mafaulda_normal_36.4544,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_normal_61.44:col3_underhang_radial:train:100000-150000,MAFAULDA,normal,mafaulda_normal_61.44,3686.4,,,mafaulda_normal_61.44,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_overhang_ball_fault_35g_12.288:col3_underhang_radial:train:100000-150000,MAFAULDA,overhang/ball_fault,mafaulda_overhang_ball_fault_35g,737.28,added_mass_35g,added_mass_35g,mafaulda_overhang_ball_fault_35g_12.288,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_overhang_ball_fault_6g_24.7808:col3_underhang_radial:train:100000-150000,MAFAULDA,overhang/ball_fault,mafaulda_overhang_ball_fault_6g,1486.848,added_mass_6g,added_mass_6g,mafaulda_overhang_ball_fault_6g_24.7808,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_overhang_ball_fault_6g_55.296:col3_underhang_radial:train:100000-150000,MAFAULDA,overhang/ball_fault,mafaulda_overhang_ball_fault_6g,3317.76,added_mass_6g,added_mass_6g,mafaulda_overhang_ball_fault_6g_55.296,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_overhang_cage_fault_20g_13.7216:col3_underhang_radial:train:100000-150000,MAFAULDA,overhang/cage_fault,mafaulda_overhang_cage_fault_20g,823.296,added_mass_20g,added_mass_20g,mafaulda_overhang_cage_fault_20g_13.7216,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_overhang_cage_fault_20g_58.368:col3_underhang_radial:train:100000-150000,MAFAULDA,overhang/cage_fault,mafaulda_overhang_cage_fault_20g,3502.08,added_mass_20g,added_mass_20g,mafaulda_overhang_cage_fault_20g_58.368,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_overhang_cage_fault_35g_54.0672:col3_underhang_radial:train:100000-150000,MAFAULDA,overhang/cage_fault,mafaulda_overhang_cage_fault_35g,3244.032,added_mass_35g,added_mass_35g,mafaulda_overhang_cage_fault_35g_54.0672,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_overhang_outer_race_35g_13.7216:col3_underhang_radial:train:100000-150000,MAFAULDA,overhang/outer_race,mafaulda_overhang_outer_race_35g,823.296,added_mass_35g,added_mass_35g,mafaulda_overhang_outer_race_35g_13.7216,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_overhang_outer_race_6g_17.6128:col3_underhang_radial:train:100000-150000,MAFAULDA,overhang/outer_race,mafaulda_overhang_outer_race_6g,1056.768,added_mass_6g,added_mass_6g,mafaulda_overhang_outer_race_6g_17.6128,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_overhang_outer_race_6g_61.8496:col3_underhang_radial:train:100000-150000,MAFAULDA,overhang/outer_race,mafaulda_overhang_outer_race_6g,3710.976,added_mass_6g,added_mass_6g,mafaulda_overhang_outer_race_6g_61.8496,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_13.1072:col3_underhang_radial:train:100000-150000,MAFAULDA,underhang/ball_fault,mafaulda_underhang_ball_fault_0g,786.432,added_mass_0g,added_mass_0g,mafaulda_underhang_ball_fault_0g_13.1072,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_underhang_ball_fault_0g_56.5248:col3_underhang_radial:train:100000-150000,MAFAULDA,underhang/ball_fault,mafaulda_underhang_ball_fault_0g,3391.488,added_mass_0g,added_mass_0g,mafaulda_underhang_ball_fault_0g_56.5248,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_underhang_ball_fault_35g_50.7904:col3_underhang_radial:train:100000-150000,MAFAULDA,underhang/ball_fault,mafaulda_underhang_ball_fault_35g,3047.424,added_mass_35g,added_mass_35g,mafaulda_underhang_ball_fault_35g_50.7904,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_underhang_cage_fault_35g_13.312:col3_underhang_radial:train:100000-150000,MAFAULDA,underhang/cage_fault,mafaulda_underhang_cage_fault_35g,798.7199999999999,added_mass_35g,added_mass_35g,mafaulda_underhang_cage_fault_35g_13.312,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_underhang_cage_fault_6g_16.1792:col3_underhang_radial:train:100000-150000,MAFAULDA,underhang/cage_fault,mafaulda_underhang_cage_fault_6g,970.752,added_mass_6g,added_mass_6g,mafaulda_underhang_cage_fault_6g_16.1792,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_underhang_cage_fault_6g_62.0544:col3_underhang_radial:train:100000-150000,MAFAULDA,underhang/cage_fault,mafaulda_underhang_cage_fault_6g,3723.264,added_mass_6g,added_mass_6g,mafaulda_underhang_cage_fault_6g_62.0544,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_underhang_outer_race_0g_13.5168:col3_underhang_radial:train:100000-150000,MAFAULDA,underhang/outer_race,mafaulda_underhang_outer_race_0g,811.008,added_mass_0g,added_mass_0g,mafaulda_underhang_outer_race_0g_13.5168,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_underhang_outer_race_20g_12.9024:col3_underhang_radial:train:100000-150000,MAFAULDA,underhang/outer_race,mafaulda_underhang_outer_race_20g,774.144,added_mass_20g,added_mass_20g,mafaulda_underhang_outer_race_20g_12.9024,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_underhang_outer_race_20g_61.44:col3_underhang_radial:train:100000-150000,MAFAULDA,underhang/outer_race,mafaulda_underhang_outer_race_20g,3686.4,added_mass_20g,added_mass_20g,mafaulda_underhang_outer_race_20g_61.44,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_vertical-misalignment_0.51mm_12.4928:col3_underhang_radial:train:100000-150000,MAFAULDA,vertical-misalignment,mafaulda_vertical-misalignment_0.51mm,749.5680000000001,,0.51mm,mafaulda_vertical-misalignment_0.51mm_12.4928,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_vertical-misalignment_0.63mm_61.8496:col3_underhang_radial:train:100000-150000,MAFAULDA,vertical-misalignment,mafaulda_vertical-misalignment_0.63mm,3710.976,,0.63mm,mafaulda_vertical-misalignment_0.63mm_61.8496,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
f1:MAFAULDA:mafaulda_vertical-misalignment_1.78mm_62.0544:col3_underhang_radial:train:100000-150000,MAFAULDA,vertical-misalignment,mafaulda_vertical-misalignment_1.78mm,3723.264,,1.78mm,mafaulda_vertical-misalignment_1.78mm_62.0544,50000,,"deterministic: recording at sorted position {first|middle|last} of its class, temporally middle train window"
